Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1,0,3.49988,0.00108718,0.00100952,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0273419,0,3.34E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
1,0,3.49988,0.00108718,0.00100952,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0273419,0,3.34E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
2,0,3.49924,0.00115821,0.00107548,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0533607,0,0.000131657,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
2,0,3.49924,0.00115821,0.00107548,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0533607,0,0.000131657,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
3,0,3.5005,0.00129613,0.00120355,-0.0027589,-0.000919634,0,0,0.979041,72.3615,0.0772383,0,0.000290031,0,7.4121,5809.45,95.8083,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
3,0,3.5005,0.00129613,0.00120355,-0.0027589,-0.000919634,0,0,0.979041,72.3615,0.0772383,0,0.000290031,0,7.4121,5809.45,95.8083,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
4,0,3.50115,0.00143105,0.00132883,-0.00269109,-0.000897029,3.57E-06,0,0.979053,72.3295,0.0993992,0,0.000503803,0,7.41223,5809.19,95.817,114.701,74.4094,16.0428,514.497,80.3157,0.0433569,7.03376,0.948981,5532.52,61.1848,0
4,0,3.50115,0.00143105,0.00132883,-0.00269109,-0.000897029,3.57E-06,0,0.979053,72.3295,0.0993992,0,0.000503803,0,7.41223,5809.19,95.817,114.701,74.4094,16.0428,514.497,80.3157,0.0433569,7.03376,0.948981,5532.52,61.1848,0
5,0,3.50037,0.00150686,0.00139922,-0.00262876,-0.000876254,1.21E-05,0,0.979059,72.3085,0.120124,0,0.000768649,0,7.41231,5809.46,95.8299,114.714,74.4151,16.0428,514.521,80.3427,0.0433577,7.03409,0.949075,5532.53,61.3605,0
5,0,3.50037,0.00150686,0.00139922,-0.00262876,-0.000876254,1.21E-05,0,0.979059,72.3085,0.120124,0,0.000768649,0,7.41231,5809.46,95.8299,114.714,74.4151,16.0428,514.521,80.3427,0.0433577,7.03409,0.949075,5532.53,61.3605,0
6,0,3.50027,0.00157509,0.00146258,-0.00258701,-0.000862338,6.76E-06,0,0.979043,72.3105,0.139422,0,0.00108052,0,7.41216,5810.97,95.8416,114.731,74.4256,16.0428,514.521,80.3613,0.0433577,7.03409,0.948954,5532.53,61.3049,0
6,0,3.50027,0.00157509,0.00146258,-0.00258701,-0.000862338,6.76E-06,0,0.979043,72.3105,0.139422,0,0.00108052,0,7.41216,5810.97,95.8416,114.731,74.4256,16.0428,514.521,80.3613,0.0433577,7.03409,0.948954,5532.53,61.3049,0
7,0,3.50084,0.00164834,0.0015306,-0.00253402,-0.000844672,0,0,0.979032,72.3119,0.15742,0,0.00143566,0,7.41205,5812.34,95.8439,114.741,74.4309,16.0428,514.521,80.3788,0.0433577,7.03409,0.948757,5532.54,61.062,0
7,0,3.50084,0.00164834,0.0015306,-0.00253402,-0.000844672,0,0,0.979032,72.3119,0.15742,0,0.00143566,0,7.41205,5812.34,95.8439,114.741,74.4309,16.0428,514.521,80.3788,0.0433577,7.03409,0.948757,5532.54,61.062,0
8,0,3.50072,0.00168335,0.00156311,-0.00247312,-0.000824373,0,0,0.979047,72.1578,0.172154,0,0.00183025,0,7.41223,5805.15,95.787,114.668,74.3766,16.0428,514.521,80.4507,0.0433577,7.03409,0.949342,5532.55,61.0164,0
8,0,3.50072,0.00168335,0.00156311,-0.00247312,-0.000824373,0,0,0.979047,72.1578,0.172154,0,0.00183025,0,7.41223,5805.15,95.787,114.668,74.3766,16.0428,514.521,80.4507,0.0433577,7.03409,0.949342,5532.55,61.0164,0
9,0,3.50031,0.00169033,0.00156959,-0.00242265,-0.000807551,5.58E-07,0,0.979045,72.0424,0.186476,0,0.00226066,0,7.41221,5798.85,95.7151,114.583,74.3152,16.0428,516.421,80.4923,0.0434055,7.05908,0.949618,5532.55,61.3816,0
9,0,3.50031,0.00169033,0.00156959,-0.00242265,-0.000807551,5.58E-07,0,0.979045,72.0424,0.186476,0,0.00226066,0,7.41221,5798.85,95.7151,114.583,74.3152,16.0428,516.421,80.4923,0.0434055,7.05908,0.949618,5532.55,61.3816,0
10,0,3.50015,0.00169467,0.00157362,-0.00238147,-0.000793823,5.46E-06,0,0.979026,71.9034,0.200829,0,0.00272455,0,7.41201,5790.85,95.6006,114.453,74.2191,16.0428,516.421,80.5365,0.0434055,7.05908,0.949727,5532.56,61.5868,0
10,0,3.50015,0.00169467,0.00157362,-0.00238147,-0.000793823,5.46E-06,0,0.979026,71.9034,0.200829,0,0.00272455,0,7.41201,5790.85,95.6006,114.453,74.2191,16.0428,516.421,80.5365,0.0434055,7.05908,0.949727,5532.56,61.5868,0
11,0,3.50012,0.00169905,0.00157768,-0.00234263,-0.000780877,0,0,0.979023,70.022,0.187616,0,0.00318749,0,7.41198,5643.02,94.9299,114.256,73.8744,16.0428,516.421,80.5892,0.0434055,7.05908,0.967459,5532.57,61.5178,0
11,0,3.50012,0.00169905,0.00157768,-0.00234263,-0.000780877,0,0,0.979023,70.022,0.187616,0,0.00318749,0,7.41198,5643.02,94.9299,114.256,73.8744,16.0428,516.421,80.5892,0.0434055,7.05908,0.967459,5532.57,61.5178,0
12,0,3.50003,0.00169932,0.00157794,-0.00230579,-0.000768595,0,0,0.979034,73.1419,0.174266,0,0.00361437,0,7.41209,5898.43,95.1974,113.982,73.6548,16.0428,516.421,80.6436,0.0434055,7.05908,0.928241,5532.58,61.1675,0
12,0,3.50003,0.00169932,0.00157794,-0.00230579,-0.000768595,0,0,0.979034,73.1419,0.174266,0,0.00361437,0,7.41209,5898.43,95.1974,113.982,73.6548,16.0428,516.421,80.6436,0.0434055,7.05908,0.928241,5532.58,61.1675,0
13,0,3.49993,0.0016967,0.00157551,-0.00227244,-0.000757481,0,0,0.979035,70.837,0.161295,0,0.00400768,0,7.4121,5768.65,93.6802,112.82,72.3203,14.7059,516.446,81.4356,0.0435989,6.47254,0.933287,5532.59,60.665,0
13,0,3.49993,0.0016967,0.00157551,-0.00227244,-0.000757481,0,0,0.979035,70.837,0.161295,0,0.00400768,0,7.4121,5768.65,93.6802,112.82,72.3203,14.7059,516.446,81.4356,0.0435989,6.47254,0.933287,5532.59,60.665,0
14,0,3.49996,0.00169726,0.00157603,-0.00224085,-0.000746951,0,0,0.97898,70.8026,0.147133,0,0.00436935,0,7.41153,5776.31,93.4505,112.594,72.0577,14.7059,516.446,81.5833,0.0435989,6.47254,0.92962,5532.6,60.5327,0
14,0,3.49996,0.00169726,0.00157603,-0.00224085,-0.000746951,0,0,0.97898,70.8026,0.147133,0,0.00436935,0,7.41153,5776.31,93.4505,112.594,72.0577,14.7059,516.446,81.5833,0.0435989,6.47254,0.92962,5532.6,60.5327,0
15,0,3.50017,0.00170568,0.00158384,-0.00220593,-0.000735311,2.06E-07,0,0.978931,70.7787,0.13619,0,0.00470237,0,7.411,5782.6,93.2656,112.419,71.8602,14.7059,516.446,81.6997,0.0435989,6.47254,0.926646,5532.6,60.5835,0
15,0,3.50017,0.00170568,0.00158384,-0.00220593,-0.000735311,2.06E-07,0,0.978931,70.7787,0.13619,0,0.00470237,0,7.411,5782.6,93.2656,112.419,71.8602,14.7059,516.446,81.6997,0.0435989,6.47254,0.926646,5532.6,60.5835,0
16,0,3.50044,0.00171997,0.00159711,-0.00216392,-0.000721307,3.40E-06,0,0.978906,70.6752,0.127024,0,0.00500982,0,7.41073,5781.1,93.0907,112.242,71.676,14.7059,516.446,81.7982,0.0435989,6.47254,0.925023,5532.61,60.4821,0
16,0,3.50044,0.00171997,0.00159711,-0.00216392,-0.000721307,3.40E-06,0,0.978906,70.6752,0.127024,0,0.00500982,0,7.41073,5781.1,93.0907,112.242,71.676,14.7059,516.446,81.7982,0.0435989,6.47254,0.925023,5532.61,60.4821,0
17,0,3.50069,0.00173762,0.00161351,-0.0021146,-0.000704867,0,0,0.978884,70.5325,0.118759,0,0.00529426,0,7.41049,5775.35,92.9218,112.062,71.4984,14.7059,516.446,81.8821,0.0435989,6.47254,0.92414,5532.62,60.1838,0
17,0,3.50069,0.00173762,0.00161351,-0.0021146,-0.000704867,0,0,0.978884,70.5325,0.118759,0,0.00529426,0,7.41049,5775.35,92.9218,112.062,71.4984,14.7059,516.446,81.8821,0.0435989,6.47254,0.92414,5532.62,60.1838,0
18,0,3.50096,0.00176,0.00163428,-0.00205825,-0.000686085,0,0,0.978841,70.4249,0.11128,0,0.00555791,0,7.41006,5771.45,92.7664,111.899,71.3376,14.7059,516.446,81.9518,0.0435989,6.47254,0.923095,5532.63,59.7257,0
18,0,3.50096,0.00176,0.00163428,-0.00205825,-0.000686085,0,0,0.978841,70.4249,0.11128,0,0.00555791,0,7.41006,5771.45,92.7664,111.899,71.3376,14.7059,516.446,81.9518,0.0435989,6.47254,0.923095,5532.63,59.7257,0
19,0,3.50137,0.00179206,0.00166405,-0.00199238,-0.000664127,0,0,0.978751,70.3727,0.104341,0,0.0058028,0,7.40918,5774.79,92.511,111.646,71.0787,9.49367,533.759,82.06,0.0446801,4.31621,0.919803,5532.65,59.1485,0
