Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0222153,0,2.71E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0222153,0,2.71E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
2,0,3.49924,0.00115822,0.00107549,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0433556,0,0.000106972,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
2,0,3.49924,0.00115822,0.00107549,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0433556,0,0.000106972,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
3,0,3.5005,0.00129644,0.00120384,-0.00275888,-0.000919627,0,0,0.979041,72.3615,0.0627561,0,0.00023565,0,7.4121,5809.45,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
3,0,3.5005,0.00129644,0.00120384,-0.00275888,-0.000919627,0,0,0.979041,72.3615,0.0627561,0,0.00023565,0,7.4121,5809.45,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
4,0,3.50116,0.00143308,0.00133072,-0.00269082,-0.000896942,3.57E-06,0,0.979053,72.3297,0.0807619,0,0.00040934,0,7.41223,5809.2,95.8173,114.701,74.4095,16.0428,514.497,80.3156,0.0433569,7.03376,0.948982,5532.52,61.1849,0
4,0,3.50116,0.00143308,0.00133072,-0.00269082,-0.000896942,3.57E-06,0,0.979053,72.3297,0.0807619,0,0.00040934,0,7.41223,5809.2,95.8173,114.701,74.4095,16.0428,514.497,80.3156,0.0433569,7.03376,0.948982,5532.52,61.1849,0
5,0,3.50036,0.00151293,0.00140486,-0.00262825,-0.000876083,1.21E-05,0,0.979059,72.3095,0.097601,0,0.000624527,0,7.41231,5809.51,95.831,114.715,74.4157,16.0428,514.519,80.3422,0.0433573,7.03406,0.949079,5532.53,61.3608,0
5,0,3.50036,0.00151293,0.00140486,-0.00262825,-0.000876083,1.21E-05,0,0.979059,72.3095,0.097601,0,0.000624527,0,7.41231,5809.51,95.831,114.715,74.4157,16.0428,514.519,80.3422,0.0433573,7.03406,0.949079,5532.53,61.3608,0
6,0,3.50031,0.00159296,0.00147918,-0.00258669,-0.00086223,6.85E-06,0,0.979043,72.3144,0.11328,0,0.000877922,0,7.41216,5811.14,95.8451,114.735,74.4278,16.0428,514.519,80.3595,0.0433573,7.03406,0.948962,5532.53,61.3061,0
6,0,3.50031,0.00159296,0.00147918,-0.00258669,-0.00086223,6.85E-06,0,0.979043,72.3144,0.11328,0,0.000877922,0,7.41216,5811.14,95.8451,114.735,74.4278,16.0428,514.519,80.3595,0.0433573,7.03406,0.948962,5532.53,61.3061,0
7,0,3.50114,0.00169264,0.00157173,-0.00252905,-0.000843016,0,0,0.979032,72.3228,0.127903,0,0.00116647,0,7.41205,5812.87,95.8531,114.75,74.4373,16.0428,514.519,80.3739,0.0433573,7.03406,0.948767,5532.54,61.0654,0
7,0,3.50114,0.00169264,0.00157173,-0.00252905,-0.000843016,0,0,0.979032,72.3228,0.127903,0,0.00116647,0,7.41205,5812.87,95.8531,114.75,74.4373,16.0428,514.519,80.3739,0.0433573,7.03406,0.948767,5532.54,61.0654,0
8,0,3.5011,0.00175088,0.00162581,-0.0024575,-0.000819167,0,0,0.979048,72.212,0.13987,0,0.00148707,0,7.41223,5808.04,95.8291,114.714,74.4097,16.0428,514.519,80.4304,0.0433573,7.03406,0.949309,5532.55,61.0256,0
8,0,3.5011,0.00175088,0.00162581,-0.0024575,-0.000819167,0,0,0.979048,72.212,0.13987,0,0.00148707,0,7.41223,5808.04,95.8291,114.714,74.4097,16.0428,514.519,80.4304,0.0433573,7.03406,0.949309,5532.55,61.0256,0
9,0,3.50054,0.00176874,0.0016424,-0.00239831,-0.000799436,7.42E-07,0,0.979045,72.1421,0.151502,0,0.00183677,0,7.41221,5804.41,95.7917,114.669,74.3778,16.0428,515.545,80.458,0.0433913,7.04757,0.949512,5532.55,61.4025,0
9,0,3.50054,0.00176874,0.0016424,-0.00239831,-0.000799436,7.42E-07,0,0.979045,72.1421,0.151502,0,0.00183677,0,7.41221,5804.41,95.7917,114.669,74.3778,16.0428,515.545,80.458,0.0433913,7.04757,0.949512,5532.55,61.4025,0
10,0,3.50037,0.0017819,0.00165462,-0.00235099,-0.000783663,6.95E-06,0,0.979026,72.0685,0.163156,0,0.00221364,0,7.41202,5800.46,95.7282,114.599,74.3266,16.0428,515.545,80.4853,0.0433913,7.04757,0.949493,5532.56,61.6262,0
10,0,3.50037,0.0017819,0.00165462,-0.00235099,-0.000783663,6.95E-06,0,0.979026,72.0685,0.163156,0,0.00221364,0,7.41202,5800.46,95.7282,114.599,74.3266,16.0428,515.545,80.4853,0.0433913,7.04757,0.949493,5532.56,61.6262,0
11,0,3.50033,0.00179301,0.00166494,-0.00230588,-0.000768627,3.64E-07,0,0.979025,71.9416,0.152407,0,0.00258972,0,7.412,5792.94,95.6271,114.482,74.2395,16.0428,515.545,80.5229,0.0433913,7.04757,0.949663,5532.57,61.5864,0
11,0,3.50033,0.00179301,0.00166494,-0.00230588,-0.000768627,3.64E-07,0,0.979025,71.9416,0.152407,0,0.00258972,0,7.412,5792.94,95.6271,114.482,74.2395,16.0428,515.545,80.5229,0.0433913,7.04757,0.949663,5532.57,61.5864,0
12,0,3.50018,0.00179601,0.00166772,-0.00226385,-0.000754618,0,0,0.979037,70.0621,0.141658,0,0.00293646,0,7.41213,5644.91,94.9825,114.306,73.9436,15.3061,517.843,80.57,0.0435118,6.75359,0.967701,5532.58,61.3266,0
12,0,3.50018,0.00179601,0.00166772,-0.00226385,-0.000754618,0,0,0.979037,70.0621,0.141658,0,0.00293646,0,7.41213,5644.91,94.9825,114.306,73.9436,15.3061,517.843,80.57,0.0435118,6.75359,0.967701,5532.58,61.3266,0
13,0,3.50001,0.00179404,0.00166589,-0.00222748,-0.000742493,0,0,0.979034,73.0579,0.130359,0,0.00325589,0,7.41211,5890.24,95.0993,113.851,73.5921,15.3061,517.843,80.6242,0.0435118,6.75359,0.928504,5532.59,60.9987,0
13,0,3.50001,0.00179404,0.00166589,-0.00222748,-0.000742493,0,0,0.979034,73.0579,0.130359,0,0.00325589,0,7.41211,5890.24,95.0993,113.851,73.5921,15.3061,517.843,80.6242,0.0435118,6.75359,0.928504,5532.59,60.9987,0
14,0,3.50002,0.00179554,0.00166728,-0.00219416,-0.000731386,0,0,0.978995,71.1607,0.119325,0,0.00354949,0,7.41169,5774.94,93.9912,113.164,72.7348,15.3061,517.843,81.1536,0.0435118,6.75359,0.935514,5532.59,61.0329,0
14,0,3.50002,0.00179554,0.00166728,-0.00219416,-0.000731386,0,0,0.978995,71.1607,0.119325,0,0.00354949,0,7.41169,5774.94,93.9912,113.164,72.7348,15.3061,517.843,81.1536,0.0435118,6.75359,0.935514,5532.59,61.0329,0
15,0,3.50016,0.00180263,0.00167387,-0.00215863,-0.000719544,7.90E-07,0,0.978978,71.0034,0.110713,0,0.00381993,0,7.41148,5777.32,93.6918,112.834,72.3282,15.3061,517.843,81.3668,0.0435118,6.75359,0.931991,5532.6,61.1025,0
15,0,3.50016,0.00180263,0.00167387,-0.00215863,-0.000719544,7.90E-07,0,0.978978,71.0034,0.110713,0,0.00381993,0,7.41148,5777.32,93.6918,112.834,72.3282,15.3061,517.843,81.3668,0.0435118,6.75359,0.931991,5532.6,61.1025,0
16,0,3.50028,0.00181096,0.00168161,-0.00211934,-0.000706447,3.81E-06,0,0.978975,70.977,0.103273,0,0.00406961,0,7.41144,5785.53,93.5138,112.663,72.111,15.3061,517.843,81.5127,0.0435118,6.75359,0.92879,5532.61,60.9781,0
16,0,3.50028,0.00181096,0.00168161,-0.00211934,-0.000706447,3.81E-06,0,0.978975,70.977,0.103273,0,0.00406961,0,7.41144,5785.53,93.5138,112.663,72.111,15.3061,517.843,81.5127,0.0435118,6.75359,0.92879,5532.61,60.9781,0
17,0,3.50037,0.00181968,0.0016897,-0.00207752,-0.000692508,0,0,0.978963,70.9612,0.0965389,0,0.00430056,0,7.41132,5792.88,93.3821,112.544,71.9598,15.3061,517.843,81.6344,0.0435118,6.75359,0.926215,5532.62,60.6703,0
17,0,3.50037,0.00181968,0.0016897,-0.00207752,-0.000692508,0,0,0.978963,70.9612,0.0965389,0,0.00430056,0,7.41132,5792.88,93.3821,112.544,71.9598,15.3061,517.843,81.6344,0.0435118,6.75359,0.926215,5532.62,60.6703,0
18,0,3.50055,0.00183288,0.00170196,-0.00203251,-0.000677503,0,0,0.978921,70.933,0.0904456,0,0.00451459,0,7.41091,5798.01,93.2704,112.443,71.8354,11.811,522.376,81.7393,0.0441062,5.25827,0.924203,5532.63,60.2151,0
18,0,3.50055,0.00183288,0.00170196,-0.00203251,-0.000677503,0,0,0.978921,70.933,0.0904456,0,0.00451459,0,7.41091,5798.01,93.2704,112.443,71.8354,11.811,522.376,81.7393,0.0441062,5.25827,0.924203,5532.63,60.2151,0
19,0,3.50095,0.00185788,0.00172518,-0.00197929,-0.000659764,0,0,0.978799,70.87,0.0843646,0,0.00471332,0,7.40971,5805.24,93.0814,112.271,71.6285,11.811,522.376,81.9139,0.0441062,5.25827,0.921029,5532.64,59.708,0
19,0,3.50095,0.00185788,0.00172518,-0.00197929,-0.000659764,0,0,0.978799,70.87,0.0843646,0,0.00471332,0,7.40971,5805.24,93.0814,112.271,71.6285,11.811,522.376,81.9139,0.0441062,5.25827,0.921029,5532.64,59.708,0
20,0,3.50168,0.00190187,0.00176602,-0.00190959,-0.000636531,0,0,0.978621,70.8118,0.0782642,0,0.00489792,0,7.40795,5805.85,92.9952,112.188,71.5341,11.811,522.376,81.99,0.0441062,5.25827,0.920003,5532.65,59.6382,0
20,0,3.50168,0.00190187,0.00176602,-0.00190959,-0.000636531,0,0,0.978621,70.8118,0.0782642,0,0.00489792,0,7.40795,5805.85,92.9952,112.188,71.5341,11.811,522.376,81.99,0.0441062,5.25827,0.920003,5532.65,59.6382,0
21,0,3.50256,0.00196394,0.00182366,-0.00181649,-0.000605498,1.61E-06,0,0.978508,70.7023,0.07359,0,0.00507,0,7.40684,5801.93,92.9054,112.094,71.4351,11.811,522.376,82.0614,0.0441062,5.25827,0.91966,5532.66,59.7002,0
21,0,3.50256,0.00196394,0.00182366,-0.00181649,-0.000605498,1.61E-06,0,0.978508,70.7023,0.07359,0,0.00507,0,7.40684,5801.93,92.9054,112.094,71.4351,11.811,522.376,82.0614,0.0441062,5.25827,0.91966,5532.66,59.7002,0
22,0,3.50345,0.0020397,0.00189401,-0.00169796,-0.000565986,6.71E-06,0,0.978422,70.5563,0.0695878,0,0.00523094,0,7.406,5794.52,92.8112,111.988,71.3306,11.811,522.376,82.1261,0.0441062,5.25827,0.919819,5532.67,59.5987,0
22,0,3.50345,0.0020397,0.00189401,-0.00169796,-0.000565986,6.71E-06,0,0.978422,70.5563,0.0695878,0,0.00523094,0,7.406,5794.52,92.8112,111.988,71.3306,11.811,522.376,82.1261,0.0441062,5.25827,0.919819,5532.67,59.5987,0
23,0,3.50431,0.00212795,0.00197595,-0.00155477,-0.000518258,2.21E-06,0,0.978325,70.4429,0.0659488,0,0.00538182,0,7.4051,5789.04,92.7211,111.889,71.2332,11.811,522.376,82.1806,0.0441062,5.25827,0.919713,5532.68,59.3151,0
23,0,3.50431,0.00212795,0.00197595,-0.00155477,-0.000518258,2.21E-06,0,0.978325,70.4429,0.0659488,0,0.00538182,0,7.4051,5789.04,92.7211,111.889,71.2332,11.811,522.376,82.1806,0.0441062,5.25827,0.919713,5532.68,59.3151,0
24,0,3.50523,0.00223162,0.00207222,-0.00138659,-0.000462196,0,0,0.9782,70.3907,0.062634,0,0.00552356,0,7.40392,5787.9,92.6413,111.808,71.1498,11.811,522.376,82.2254,0.0441062,5.25827,0.919025,5532.69,58.8847,0
24,0,3.50523,0.00223162,0.00207222,-0.00138659,-0.000462196,0,0,0.9782,70.3907,0.062634,0,0.00552356,0,7.40392,5787.9,92.6413,111.808,71.1498,11.811,522.376,82.2254,0.0441062,5.25827,0.919025,5532.69,58.8847,0
25,0,3.50639,0.0023604,0.0021918,-0.00118894,-0.000396312,0,0,0.977987,70.4204,0.0594819,0,0.00565698,0,7.40142,5795.31,92.5221,111.7,71.0271,7.61421,532.046,82.2959,0.0459653,3.45246,0.91654,5532.71,58.3674,0
25,0,3.50639,0.0023604,0.0021918,-0.00118894,-0.000396312,0,0,0.977987,70.4204,0.0594819,0,0.00565698,0,7.40142,5795.31,92.5221,111.7,71.0271,7.61421,532.046,82.2959,0.0459653,3.45246,0.91654,5532.71,58.3674,0
