Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1,0,3.49988,0.00108718,0.00100952,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0256331,0,3.13E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
1,0,3.49988,0.00108718,0.00100952,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0256331,0,3.13E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
2,0,3.49924,0.00115821,0.00107548,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0500257,0,0.000123429,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
2,0,3.49924,0.00115821,0.00107548,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0500257,0,0.000123429,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
3,0,3.5005,0.00129625,0.00120366,-0.00275889,-0.000919631,0,0,0.979041,72.3615,0.0724109,0,0.000271904,0,7.4121,5809.45,95.8083,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
3,0,3.5005,0.00129625,0.00120366,-0.00275889,-0.000919631,0,0,0.979041,72.3615,0.0724109,0,0.000271904,0,7.4121,5809.45,95.8083,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
4,0,3.50115,0.00143182,0.00132954,-0.00269099,-0.000896996,3.57E-06,0,0.979053,72.3296,0.0931868,0,0.000472315,0,7.41223,5809.2,95.8171,114.701,74.4095,16.0428,514.497,80.3156,0.0433569,7.03376,0.948981,5532.52,61.1848,0
4,0,3.50115,0.00143182,0.00132954,-0.00269099,-0.000896996,3.57E-06,0,0.979053,72.3296,0.0931868,0,0.000472315,0,7.41223,5809.2,95.8171,114.701,74.4095,16.0428,514.497,80.3156,0.0433569,7.03376,0.948981,5532.52,61.1848,0
5,0,3.50037,0.00150912,0.00140132,-0.00262857,-0.000876189,1.21E-05,0,0.979059,72.3089,0.112617,0,0.000720609,0,7.41231,5809.48,95.8304,114.714,74.4153,16.0428,514.52,80.3425,0.0433576,7.03407,0.949077,5532.53,61.3607,0
5,0,3.50037,0.00150912,0.00140132,-0.00262857,-0.000876189,1.21E-05,0,0.979059,72.3089,0.112617,0,0.000720609,0,7.41231,5809.48,95.8304,114.714,74.4153,16.0428,514.52,80.3425,0.0433576,7.03407,0.949077,5532.53,61.3607,0
