Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0187976,0,2.30E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0187976,0,2.30E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
2,0,3.49924,0.00115822,0.00107549,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0366855,0,9.05E-05,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948979,5532.51,60.6791,0
2,0,3.49924,0.00115822,0.00107549,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0366855,0,9.05E-05,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948979,5532.51,60.6791,0
3,0,3.5005,0.00129658,0.00120397,-0.00275887,-0.000919624,0,0,0.979041,72.3615,0.0531013,0,0.000199396,0,7.4121,5809.46,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
3,0,3.5005,0.00129658,0.00120397,-0.00275887,-0.000919624,0,0,0.979041,72.3615,0.0531013,0,0.000199396,0,7.4121,5809.46,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
4,0,3.50116,0.00143402,0.00133159,-0.0026907,-0.000896901,3.57E-06,0,0.979053,72.3298,0.0683369,0,0.000346365,0,7.41223,5809.2,95.8174,114.701,74.4096,16.0428,514.497,80.3155,0.0433569,7.03376,0.948983,5532.52,61.1849,0
4,0,3.50116,0.00143402,0.00133159,-0.0026907,-0.000896901,3.57E-06,0,0.979053,72.3298,0.0683369,0,0.000346365,0,7.41223,5809.2,95.8174,114.701,74.4096,16.0428,514.497,80.3155,0.0433569,7.03376,0.948983,5532.52,61.1849,0
5,0,3.50036,0.00151582,0.00140755,-0.00262801,-0.000876004,1.21E-05,0,0.979059,72.31,0.0825854,0,0.000528446,0,7.41231,5809.53,95.8315,114.715,74.4159,16.0428,514.518,80.342,0.0433571,7.03404,0.949081,5532.53,61.361,0
5,0,3.50036,0.00151582,0.00140755,-0.00262801,-0.000876004,1.21E-05,0,0.979059,72.31,0.0825854,0,0.000528446,0,7.41231,5809.53,95.8315,114.715,74.4159,16.0428,514.518,80.342,0.0433571,7.03404,0.949081,5532.53,61.361,0
