Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.013671,0,1.67E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.013671,0,1.67E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
2,0,3.49924,0.00115823,0.0010755,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0266803,0,6.58E-05,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948979,5532.51,60.6791,0
2,0,3.49924,0.00115823,0.0010755,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0266803,0,6.58E-05,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948979,5532.51,60.6791,0
3,0,3.5005,0.00129671,0.00120409,-0.00275886,-0.000919621,0,0,0.979041,72.3615,0.0386191,0,0.000145015,0,7.4121,5809.46,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
3,0,3.5005,0.00129671,0.00120409,-0.00275886,-0.000919621,0,0,0.979041,72.3615,0.0386191,0,0.000145015,0,7.4121,5809.46,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
4,0,3.50117,0.00143492,0.00133242,-0.00269059,-0.000896863,3.57E-06,0,0.979053,72.3299,0.0496996,0,0.000251901,0,7.41223,5809.21,95.8175,114.701,74.4096,16.0428,514.497,80.3155,0.0433569,7.03376,0.948984,5532.52,61.1849,0
4,0,3.50117,0.00143492,0.00133242,-0.00269059,-0.000896863,3.57E-06,0,0.979053,72.3299,0.0496996,0,0.000251901,0,7.41223,5809.21,95.8175,114.701,74.4096,16.0428,514.497,80.3155,0.0433569,7.03376,0.948984,5532.52,61.1849,0
5,0,3.50036,0.00151865,0.00141017,-0.00262779,-0.00087593,1.21E-05,0,0.979059,72.3105,0.0600621,0,0.000384324,0,7.41231,5809.55,95.832,114.716,74.4162,16.0428,514.517,80.3417,0.043357,7.03403,0.949083,5532.53,61.3611,0
5,0,3.50036,0.00151865,0.00141017,-0.00262779,-0.00087593,1.21E-05,0,0.979059,72.3105,0.0600621,0,0.000384324,0,7.41231,5809.55,95.832,114.716,74.4162,16.0428,514.517,80.3417,0.043357,7.03403,0.949083,5532.53,61.3611,0
6,0,3.50037,0.00161204,0.00149689,-0.00258639,-0.000862131,6.93E-06,0,0.979043,72.3178,0.0697105,0,0.00054026,0,7.41216,5811.3,95.8482,114.738,74.4298,16.0428,514.517,80.3579,0.043357,7.03403,0.948969,5532.53,61.3071,0
6,0,3.50037,0.00161204,0.00149689,-0.00258639,-0.000862131,6.93E-06,0,0.979043,72.3178,0.0697105,0,0.00054026,0,7.41216,5811.3,95.8482,114.738,74.4298,16.0428,514.517,80.3579,0.043357,7.03403,0.948969,5532.53,61.3071,0
7,0,3.50159,0.00175053,0.0016255,-0.00252241,-0.000840802,0,0,0.979032,72.3326,0.0787092,0,0.000717828,0,7.41205,5813.34,95.8613,114.758,74.4431,16.0428,514.517,80.3696,0.043357,7.03403,0.948775,5532.54,61.0685,0
7,0,3.50159,0.00175053,0.0016255,-0.00252241,-0.000840802,0,0,0.979032,72.3326,0.0787092,0,0.000717828,0,7.41205,5813.34,95.8613,114.758,74.4431,16.0428,514.517,80.3696,0.043357,7.03403,0.948775,5532.54,61.0685,0
8,0,3.50177,0.00185786,0.00172515,-0.00243344,-0.000811145,0,0,0.979048,72.2616,0.086071,0,0.000915116,0,7.41223,5810.65,95.8676,114.757,74.4399,16.0428,514.517,80.4113,0.043357,7.03403,0.949286,5532.55,61.0341,0
8,0,3.50177,0.00185786,0.00172515,-0.00243344,-0.000811145,0,0,0.979048,72.2616,0.086071,0,0.000915116,0,7.41223,5810.65,95.8676,114.757,74.4399,16.0428,514.517,80.4113,0.043357,7.03403,0.949286,5532.55,61.0341,0
9,0,3.50099,0.0019119,0.00177533,-0.00235844,-0.000786147,9.15E-07,0,0.979045,72.2359,0.0932265,0,0.0011303,0,7.41221,5809.51,95.8638,114.75,74.4363,16.0428,514.771,80.4241,0.0433776,7.03739,0.949431,5532.55,61.422,0
9,0,3.50099,0.0019119,0.00177533,-0.00235844,-0.000786147,9.15E-07,0,0.979045,72.2359,0.0932265,0,0.0011303,0,7.41221,5809.51,95.8638,114.75,74.4363,16.0428,514.771,80.4241,0.0433776,7.03739,0.949431,5532.55,61.422,0
10,0,3.50101,0.0019696,0.00182892,-0.0022972,-0.000765733,8.46E-06,0,0.979027,72.2306,0.100394,0,0.00136221,0,7.41203,5809.54,95.8525,114.741,74.4303,16.0428,514.771,80.4304,0.0433776,7.03739,0.949309,5532.56,61.6642,0
10,0,3.50101,0.0019696,0.00182892,-0.0022972,-0.000765733,8.46E-06,0,0.979027,72.2306,0.100394,0,0.00136221,0,7.41203,5809.54,95.8525,114.741,74.4303,16.0428,514.771,80.4304,0.0433776,7.03739,0.949309,5532.56,61.6642,0
11,0,3.50128,0.00202664,0.00188188,-0.00222801,-0.000742671,4.80E-06,0,0.979027,72.1989,0.0937701,0,0.0015936,0,7.41203,5807.89,95.8273,114.713,74.4097,16.0428,514.771,80.4429,0.0433776,7.03739,0.949317,5532.57,61.6554,0
11,0,3.50128,0.00202664,0.00188188,-0.00222801,-0.000742671,4.80E-06,0,0.979027,72.1989,0.0937701,0,0.0015936,0,7.41203,5807.89,95.8273,114.713,74.4097,16.0428,514.771,80.4429,0.0433776,7.03739,0.949317,5532.57,61.6554,0
12,0,3.50099,0.00205579,0.00190895,-0.00215958,-0.000719861,0,0,0.979039,72.1196,0.0871438,0,0.00180692,0,7.41216,5803.12,95.7865,114.659,74.3694,15.873,512.643,80.4653,0.0433967,6.93552,0.949669,5532.58,61.4429,0
12,0,3.50099,0.00205579,0.00190895,-0.00215958,-0.000719861,0,0,0.979039,72.1196,0.0871438,0,0.00180692,0,7.41216,5803.12,95.7865,114.659,74.3694,15.873,512.643,80.4653,0.0433967,6.93552,0.949669,5532.58,61.4429,0
13,0,3.50056,0.00206726,0.0019196,-0.00210416,-0.000701387,0,0,0.979034,71.9795,0.0799447,0,0.00200333,0,7.41212,5793.86,95.6726,114.519,74.2658,15.873,512.643,80.4933,0.0433967,6.93552,0.949985,5532.58,61.247,0
13,0,3.50056,0.00206726,0.0019196,-0.00210416,-0.000701387,0,0,0.979034,71.9795,0.0799447,0,0.00200333,0,7.41212,5793.86,95.6726,114.519,74.2658,15.873,512.643,80.4933,0.0433967,6.93552,0.949985,5532.58,61.247,0
14,0,3.50055,0.00208466,0.00193576,-0.00205598,-0.000685327,0,0,0.979013,71.9294,0.0733489,0,0.00218378,0,7.41189,5790.17,95.5997,114.436,74.2031,15.873,512.643,80.498,0.0433967,6.93552,0.949822,5532.59,61.558,0
14,0,3.50055,0.00208466,0.00193576,-0.00205598,-0.000685327,0,0,0.979013,71.9294,0.0733489,0,0.00218378,0,7.41189,5790.17,95.5997,114.436,74.2031,15.873,512.643,80.498,0.0433967,6.93552,0.949822,5532.59,61.558,0
15,0,3.50062,0.00210307,0.00195285,-0.00200641,-0.000668802,2.54E-06,0,0.979017,71.8419,0.0682147,0,0.00235002,0,7.41192,5783.77,95.5129,114.332,74.1229,15.873,512.643,80.507,0.0433967,6.93552,0.949954,5532.59,61.8197,0
15,0,3.50062,0.00210307,0.00195285,-0.00200641,-0.000668802,2.54E-06,0,0.979017,71.8419,0.0682147,0,0.00235002,0,7.41192,5783.77,95.5129,114.332,74.1229,15.873,512.643,80.507,0.0433967,6.93552,0.949954,5532.59,61.8197,0
16,0,3.50051,0.00211368,0.0019627,-0.00195795,-0.00065265,0,0,0.979026,71.7395,0.063666,0,0.00250353,0,7.41202,5776.05,95.4165,114.213,74.0324,14.8515,521.354,80.5141,0.0435841,6.59583,0.950203,5532.6,61.8157,0
16,0,3.50051,0.00211368,0.0019627,-0.00195795,-0.00065265,0,0,0.979026,71.7395,0.063666,0,0.00250353,0,7.41202,5776.05,95.4165,114.213,74.0324,14.8515,521.354,80.5141,0.0435841,6.59583,0.950203,5532.6,61.8157,0
17,0,3.50041,0.00212088,0.00196939,-0.00191391,-0.00063797,0,0,0.97902,71.6659,0.0595478,0,0.00264552,0,7.41195,5769.95,95.3163,114.095,73.9419,14.8515,521.354,80.5117,0.0435841,6.59583,0.950141,5532.61,61.5905,0
17,0,3.50041,0.00212088,0.00196939,-0.00191391,-0.00063797,0,0,0.97902,71.6659,0.0595478,0,0.00264552,0,7.41195,5769.95,95.3163,114.095,73.9419,14.8515,521.354,80.5117,0.0435841,6.59583,0.950141,5532.61,61.5905,0
18,0,3.50055,0.00213542,0.00198289,-0.00187002,-0.000623341,0,0,0.978978,71.6063,0.055433,0,0.00277707,0,7.41152,5763.39,95.1115,113.87,73.7641,14.8515,521.354,80.4872,0.0435841,6.59583,0.949039,5532.62,61.2499,0
18,0,3.50055,0.00213542,0.00198289,-0.00187002,-0.000623341,0,0,0.978978,71.6063,0.055433,0,0.00277707,0,7.41152,5763.39,95.1115,113.87,73.7641,14.8515,521.354,80.4872,0.0435841,6.59583,0.949039,5532.62,61.2499,0
19,0,3.50085,0.00215855,0.00200437,-0.00181928,-0.000606426,0,0,0.97895,71.5451,0.0512355,0,0.00289893,0,7.4112,5757.97,95.0028,113.745,73.6647,14.8515,521.354,80.4803,0.0435841,6.59583,0.948774,5532.63,61.4082,0
19,0,3.50085,0.00215855,0.00200437,-0.00181928,-0.000606426,0,0,0.97895,71.5451,0.0512355,0,0.00289893,0,7.4112,5757.97,95.0028,113.745,73.6647,14.8515,521.354,80.4803,0.0435841,6.59583,0.948774,5532.63,61.4082,0
20,0,3.50107,0.00218277,0.00202686,-0.0017612,-0.000587066,0,0,0.978943,71.4713,0.048119,0,0.00301224,0,7.41112,5751.68,94.8939,113.617,73.5628,14.8515,521.354,80.4753,0.0435841,6.59583,0.948646,5532.63,61.6547,0
