Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.00683549,0,8.35E-06,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.00683549,0,8.35E-06,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
2,0,3.49924,0.00115823,0.0010755,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0133402,0,3.29E-05,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948979,5532.51,60.6791,0
2,0,3.49924,0.00115823,0.0010755,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0133402,0,3.29E-05,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948979,5532.51,60.6791,0
3,0,3.5005,0.00129679,0.00120416,-0.00275886,-0.000919619,0,0,0.979041,72.3615,0.0193096,0,7.25E-05,0,7.4121,5809.46,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8013,0
3,0,3.5005,0.00129679,0.00120416,-0.00275886,-0.000919619,0,0,0.979041,72.3615,0.0193096,0,7.25E-05,0,7.4121,5809.46,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8013,0
4,0,3.50117,0.00143541,0.00133288,-0.00269053,-0.000896842,3.57E-06,0,0.979053,72.3299,0.0248498,0,0.000125951,0,7.41223,5809.21,95.8176,114.701,74.4097,16.0428,514.497,80.3154,0.0433569,7.03376,0.948984,5532.52,61.185,0
4,0,3.50117,0.00143541,0.00133288,-0.00269053,-0.000896842,3.57E-06,0,0.979053,72.3299,0.0248498,0,0.000125951,0,7.41223,5809.21,95.8176,114.701,74.4097,16.0428,514.497,80.3154,0.0433569,7.03376,0.948984,5532.52,61.185,0
5,0,3.50036,0.00152023,0.00141164,-0.00262767,-0.00087589,1.21E-05,0,0.979059,72.3107,0.0300311,0,0.000192162,0,7.41231,5809.56,95.8323,114.716,74.4163,16.0428,514.516,80.3416,0.0433569,7.03402,0.949084,5532.53,61.3612,0
5,0,3.50036,0.00152023,0.00141164,-0.00262767,-0.00087589,1.21E-05,0,0.979059,72.3107,0.0300311,0,0.000192162,0,7.41231,5809.56,95.8323,114.716,74.4163,16.0428,514.516,80.3416,0.0433569,7.03402,0.949084,5532.53,61.3612,0
6,0,3.50038,0.00161776,0.0015022,-0.00258631,-0.000862103,6.96E-06,0,0.979043,72.3187,0.0348552,0,0.00027013,0,7.41216,5811.34,95.849,114.738,74.4303,16.0428,514.516,80.3574,0.0433569,7.03402,0.948971,5532.53,61.3074,0
6,0,3.50038,0.00161776,0.0015022,-0.00258631,-0.000862103,6.96E-06,0,0.979043,72.3187,0.0348552,0,0.00027013,0,7.41216,5811.34,95.849,114.738,74.4303,16.0428,514.516,80.3574,0.0433569,7.03402,0.948971,5532.53,61.3074,0
7,0,3.50176,0.00177068,0.0016442,-0.00252008,-0.000840028,0,0,0.979032,72.3352,0.0393546,0,0.000358914,0,7.41205,5813.47,95.8635,114.761,74.4447,16.0428,514.516,80.3684,0.0433569,7.03402,0.948778,5532.54,61.0693,0
7,0,3.50176,0.00177068,0.0016442,-0.00252008,-0.000840028,0,0,0.979032,72.3352,0.0393546,0,0.000358914,0,7.41205,5813.47,95.8635,114.761,74.4447,16.0428,514.516,80.3684,0.0433569,7.03402,0.948778,5532.54,61.0693,0
8,0,3.50207,0.00190226,0.00176638,-0.00242399,-0.000807998,0,0,0.979048,72.275,0.0430351,0,0.000457557,0,7.41223,5811.35,95.8781,114.768,74.448,16.0428,514.516,80.406,0.0433569,7.03402,0.949281,5532.55,61.0363,0
8,0,3.50207,0.00190226,0.00176638,-0.00242399,-0.000807998,0,0,0.979048,72.275,0.0430351,0,0.000457557,0,7.41223,5811.35,95.8781,114.768,74.448,16.0428,514.516,80.406,0.0433569,7.03402,0.949281,5532.55,61.0363,0
9,0,3.5012,0.00198332,0.00184165,-0.00234191,-0.000780636,9.63E-07,0,0.979045,72.2618,0.0466125,0,0.000565151,0,7.41221,5810.9,95.8836,114.772,74.4523,16.0428,514.565,80.4145,0.0433738,7.03469,0.949413,5532.55,61.4273,0
9,0,3.5012,0.00198332,0.00184165,-0.00234191,-0.000780636,9.63E-07,0,0.979045,72.2618,0.0466125,0,0.000565151,0,7.41221,5810.9,95.8836,114.772,74.4523,16.0428,514.565,80.4145,0.0433738,7.03469,0.949413,5532.55,61.4273,0
10,0,3.50163,0.00209496,0.00194532,-0.00227138,-0.000757126,8.89E-06,0,0.979027,72.2765,0.0501954,0,0.0006811,0,7.41203,5812.05,95.8875,114.781,74.4593,16.0428,514.565,80.4141,0.0433738,7.03469,0.949266,5532.56,61.6749,0
10,0,3.50163,0.00209496,0.00194532,-0.00227138,-0.000757126,8.89E-06,0,0.979027,72.2765,0.0501954,0,0.0006811,0,7.41203,5812.05,95.8875,114.781,74.4593,16.0428,514.565,80.4141,0.0433738,7.03469,0.949266,5532.56,61.6749,0
