Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1,0,3.49988,0.00108718,0.00100952,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0324686,0,3.96E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
1,0,3.49988,0.00108718,0.00100952,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0324686,0,3.96E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
2,0,3.49924,0.0011582,0.00107547,-0.00279242,-0.000930807,0,0,0.979058,72.3733,0.0633658,0,0.000156343,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
2,0,3.49924,0.0011582,0.00107547,-0.00279242,-0.000930807,0,0,0.979058,72.3733,0.0633658,0,0.000156343,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
3,0,3.50049,0.00129569,0.00120314,-0.00275893,-0.000919644,0,0,0.979041,72.3614,0.0917204,0,0.000344411,0,7.4121,5809.45,95.8083,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.948841,5532.52,60.8012,0
3,0,3.50049,0.00129569,0.00120314,-0.00275893,-0.000919644,0,0,0.979041,72.3614,0.0917204,0,0.000344411,0,7.4121,5809.45,95.8083,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.948841,5532.52,60.8012,0
4,0,3.50113,0.00142817,0.00132615,-0.00269146,-0.000897155,3.57E-06,0,0.979053,72.3292,0.118037,0,0.000598266,0,7.41223,5809.18,95.8166,114.7,74.4093,16.0428,514.497,80.3158,0.0433569,7.03376,0.948979,5532.52,61.1847,0
4,0,3.50113,0.00142817,0.00132615,-0.00269146,-0.000897155,3.57E-06,0,0.979053,72.3292,0.118037,0,0.000598266,0,7.41223,5809.18,95.8166,114.7,74.4093,16.0428,514.497,80.3158,0.0433569,7.03376,0.948979,5532.52,61.1847,0
5,0,3.50038,0.00149866,0.00139161,-0.0026295,-0.000876501,1.21E-05,0,0.979059,72.307,0.142648,0,0.000912771,0,7.41231,5809.4,95.8283,114.712,74.4142,16.0428,514.524,80.3435,0.0433583,7.03413,0.949069,5532.53,61.3601,0
5,0,3.50038,0.00149866,0.00139161,-0.0026295,-0.000876501,1.21E-05,0,0.979059,72.307,0.142648,0,0.000912771,0,7.41231,5809.4,95.8283,114.712,74.4142,16.0428,514.524,80.3435,0.0433583,7.03413,0.949069,5532.53,61.3601,0
6,0,3.50023,0.00155396,0.00144296,-0.00258749,-0.000862498,6.63E-06,0,0.979043,72.305,0.165564,0,0.00128312,0,7.41216,5810.71,95.8365,114.726,74.4223,16.0428,514.524,80.3639,0.0433583,7.03413,0.948943,5532.53,61.3032,0
6,0,3.50023,0.00155396,0.00144296,-0.00258749,-0.000862498,6.63E-06,0,0.979043,72.305,0.165564,0,0.00128312,0,7.41216,5810.71,95.8365,114.726,74.4223,16.0428,514.524,80.3639,0.0433583,7.03413,0.948943,5532.53,61.3032,0
7,0,3.50058,0.0016047,0.00149008,-0.00253871,-0.000846238,0,0,0.979032,72.2961,0.186938,0,0.00170485,0,7.41205,5811.57,95.8307,114.727,74.4216,16.0428,514.524,80.3857,0.0433583,7.03413,0.948745,5532.54,61.0571,0
7,0,3.50058,0.0016047,0.00149008,-0.00253871,-0.000846238,0,0,0.979032,72.2961,0.186938,0,0.00170485,0,7.41205,5811.57,95.8307,114.727,74.4216,16.0428,514.524,80.3857,0.0433583,7.03413,0.948745,5532.54,61.0571,0
8,0,3.50044,0.00162474,0.00150868,-0.00248626,-0.000828754,0,0,0.979047,72.0821,0.204444,0,0.00217344,0,7.41223,5801.04,95.7284,114.603,74.3301,16.0428,514.524,80.4783,0.0433583,7.03413,0.9494,5532.55,61.0035,0
8,0,3.50044,0.00162474,0.00150868,-0.00248626,-0.000828754,0,0,0.979047,72.0821,0.204444,0,0.00217344,0,7.41223,5801.04,95.7284,114.603,74.3301,16.0428,514.524,80.4783,0.0433583,7.03413,0.9494,5532.55,61.0035,0
