Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0205065,0,2.50E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0205065,0,2.50E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
2,0,3.49924,0.00115822,0.00107549,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0400205,0,9.87E-05,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
2,0,3.49924,0.00115822,0.00107549,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0400205,0,9.87E-05,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
3,0,3.5005,0.00129652,0.00120391,-0.00275888,-0.000919625,0,0,0.979041,72.3615,0.0579287,0,0.000217523,0,7.4121,5809.46,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
3,0,3.5005,0.00129652,0.00120391,-0.00275888,-0.000919625,0,0,0.979041,72.3615,0.0579287,0,0.000217523,0,7.4121,5809.46,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8012,0
4,0,3.50116,0.00143359,0.00133119,-0.00269076,-0.00089692,3.57E-06,0,0.979053,72.3297,0.0745494,0,0.000377852,0,7.41223,5809.2,95.8173,114.701,74.4096,16.0428,514.497,80.3155,0.0433569,7.03376,0.948983,5532.52,61.1849,0
4,0,3.50116,0.00143359,0.00133119,-0.00269076,-0.00089692,3.57E-06,0,0.979053,72.3297,0.0745494,0,0.000377852,0,7.41223,5809.2,95.8173,114.701,74.4096,16.0428,514.497,80.3155,0.0433569,7.03376,0.948983,5532.52,61.1849,0
5,0,3.50036,0.00151448,0.00140631,-0.00262812,-0.00087604,1.21E-05,0,0.979059,72.3098,0.0900932,0,0.000576487,0,7.41231,5809.52,95.8313,114.715,74.4158,16.0428,514.518,80.3421,0.0433572,7.03405,0.94908,5532.53,61.3609,0
5,0,3.50036,0.00151448,0.00140631,-0.00262812,-0.00087604,1.21E-05,0,0.979059,72.3098,0.0900932,0,0.000576487,0,7.41231,5809.52,95.8313,114.715,74.4158,16.0428,514.518,80.3421,0.0433572,7.03405,0.94908,5532.53,61.3609,0
6,0,3.50033,0.00159793,0.00148379,-0.00258661,-0.000862203,6.88E-06,0,0.979043,72.3153,0.104566,0,0.00081039,0,7.41216,5811.19,95.8459,114.735,74.4284,16.0428,514.518,80.359,0.0433572,7.03405,0.948964,5532.53,61.3064,0
6,0,3.50033,0.00159793,0.00148379,-0.00258661,-0.000862203,6.88E-06,0,0.979043,72.3153,0.104566,0,0.00081039,0,7.41216,5811.19,95.8459,114.735,74.4284,16.0428,514.518,80.359,0.0433572,7.03405,0.948964,5532.53,61.3064,0
7,0,3.50125,0.00170649,0.0015846,-0.00252747,-0.00084249,0,0,0.979032,72.3256,0.118064,0,0.00107674,0,7.41205,5813,95.8554,114.752,74.439,16.0428,514.518,80.3727,0.0433572,7.03405,0.948769,5532.54,61.0663,0
7,0,3.50125,0.00170649,0.0015846,-0.00252747,-0.00084249,0,0,0.979032,72.3256,0.118064,0,0.00107674,0,7.41205,5813,95.8554,114.752,74.439,16.0428,514.518,80.3727,0.0433572,7.03405,0.948769,5532.54,61.0663,0
8,0,3.50123,0.0017742,0.00164747,-0.00245213,-0.000817378,0,0,0.979048,72.2257,0.12911,0,0.00137268,0,7.41223,5808.76,95.8397,114.726,74.418,16.0428,514.518,80.4252,0.0433572,7.03405,0.949302,5532.55,61.028,0
8,0,3.50123,0.0017742,0.00164747,-0.00245213,-0.000817378,0,0,0.979048,72.2257,0.12911,0,0.00137268,0,7.41223,5808.76,95.8397,114.726,74.418,16.0428,514.518,80.4252,0.0433572,7.03405,0.949302,5532.55,61.028,0
9,0,3.50063,0.00179751,0.00166911,-0.00238968,-0.000796559,7.89E-07,0,0.979045,72.1677,0.139846,0,0.00169547,0,7.41221,5805.81,95.8114,114.691,74.3938,16.0428,515.329,80.4489,0.0433876,7.04473,0.949488,5532.55,61.4078,0
9,0,3.50063,0.00179751,0.00166911,-0.00238968,-0.000796559,7.89E-07,0,0.979045,72.1677,0.139846,0,0.00169547,0,7.41221,5805.81,95.8114,114.691,74.3938,16.0428,515.329,80.4489,0.0433876,7.04473,0.949488,5532.55,61.4078,0
10,0,3.50046,0.00181577,0.00168607,-0.00233988,-0.000779959,7.35E-06,0,0.979026,72.1121,0.150601,0,0.00204335,0,7.41202,5802.93,95.7617,114.637,74.3546,16.0428,515.329,80.471,0.0433876,7.04473,0.949439,5532.56,61.6365,0
10,0,3.50046,0.00181577,0.00168607,-0.00233988,-0.000779959,7.35E-06,0,0.979026,72.1121,0.150601,0,0.00204335,0,7.41202,5802.93,95.7617,114.637,74.3546,16.0428,515.329,80.471,0.0433876,7.04473,0.949439,5532.56,61.6365,0
11,0,3.50044,0.00183113,0.00170034,-0.0022917,-0.000763899,1.48E-06,0,0.979025,72.0091,0.140676,0,0.00239048,0,7.41201,5796.95,95.6801,114.543,74.2847,16.0428,515.329,80.503,0.0433876,7.04473,0.949563,5532.57,61.6047,0
11,0,3.50044,0.00183113,0.00170034,-0.0022917,-0.000763899,1.48E-06,0,0.979025,72.0091,0.140676,0,0.00239048,0,7.41201,5796.95,95.6801,114.543,74.2847,16.0428,515.329,80.503,0.0433876,7.04473,0.949563,5532.57,61.6047,0
12,0,3.50027,0.00183614,0.00170498,-0.00224682,-0.000748941,0,0,0.979038,71.8346,0.130749,0,0.00271053,0,7.41214,5785.97,95.5618,114.397,74.1752,15.4639,519.718,80.5457,0.0434837,6.84626,0.950119,5532.58,61.357,0
12,0,3.50027,0.00183614,0.00170498,-0.00224682,-0.000748941,0,0,0.979038,71.8346,0.130749,0,0.00271053,0,7.41214,5785.97,95.5618,114.397,74.1752,15.4639,519.718,80.5457,0.0434837,6.84626,0.950119,5532.58,61.357,0
13,0,3.50007,0.00183503,0.00170396,-0.00220857,-0.000736191,0,0,0.979033,71.4756,0.119992,0,0.00300527,0,7.4121,5760.86,95.2389,114.015,73.7272,15.4639,519.718,80.5991,0.0434837,6.84626,0.950832,5532.58,61.1089,0
13,0,3.50007,0.00183503,0.00170396,-0.00220857,-0.000736191,0,0,0.979033,71.4756,0.119992,0,0.00300527,0,7.4121,5760.86,95.2389,114.015,73.7272,15.4639,519.718,80.5991,0.0434837,6.84626,0.950832,5532.58,61.1089,0
14,0,3.50007,0.00183754,0.00170629,-0.00217393,-0.000724644,0,0,0.978999,73.0723,0.110104,0,0.00327623,0,7.41173,5889.82,95.0507,113.798,73.5539,15.4639,519.718,80.6026,0.0434837,6.84626,0.928061,5532.59,61.2404,0
14,0,3.50007,0.00183754,0.00170629,-0.00217393,-0.000724644,0,0,0.978999,73.0723,0.110104,0,0.00327623,0,7.41173,5889.82,95.0507,113.798,73.5539,15.4639,519.718,80.6026,0.0434837,6.84626,0.928061,5532.59,61.2404,0
15,0,3.50019,0.00184481,0.00171304,-0.00213744,-0.000712481,5.66E-07,0,0.978989,71.1799,0.102249,0,0.00352584,0,7.41161,5774.66,93.9562,113.123,72.7021,15.4639,519.718,81.1277,0.0434837,6.84626,0.935183,5532.6,61.318,0
15,0,3.50019,0.00184481,0.00171304,-0.00213744,-0.000712481,5.66E-07,0,0.978989,71.1799,0.102249,0,0.00352584,0,7.41161,5774.66,93.9562,113.123,72.7021,15.4639,519.718,81.1277,0.0434837,6.84626,0.935183,5532.6,61.318,0
16,0,3.50026,0.00185193,0.00171965,-0.00209822,-0.000699407,1.88E-06,0,0.978991,71.0146,0.0953751,0,0.0037563,0,7.41162,5776.38,93.673,112.807,72.3065,15.4639,519.718,81.3408,0.0434837,6.84626,0.931936,5532.61,61.1774,0
