Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1,0,3.49988,0.00108718,0.00100952,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0290508,0,3.55E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
1,0,3.49988,0.00108718,0.00100952,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.0290508,0,3.55E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
2,0,3.49924,0.00115821,0.00107548,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0566957,0,0.000139886,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
2,0,3.49924,0.00115821,0.00107548,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0566957,0,0.000139886,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.51,60.6791,0
3,0,3.5005,0.001296,0.00120343,-0.00275891,-0.000919637,0,0,0.979041,72.3614,0.0820657,0,0.000308157,0,7.4121,5809.45,95.8083,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.948841,5532.52,60.8012,0
3,0,3.5005,0.001296,0.00120343,-0.00275891,-0.000919637,0,0,0.979041,72.3614,0.0820657,0,0.000308157,0,7.4121,5809.45,95.8083,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.948841,5532.52,60.8012,0
4,0,3.50114,0.00143019,0.00132803,-0.0026912,-0.000897067,3.57E-06,0,0.979053,72.3294,0.105612,0,0.000535291,0,7.41223,5809.19,95.8169,114.701,74.4094,16.0428,514.497,80.3157,0.0433569,7.03376,0.94898,5532.52,61.1848,0
4,0,3.50114,0.00143019,0.00132803,-0.0026912,-0.000897067,3.57E-06,0,0.979053,72.3294,0.105612,0,0.000535291,0,7.41223,5809.19,95.8169,114.701,74.4094,16.0428,514.497,80.3157,0.0433569,7.03376,0.94898,5532.52,61.1848,0
5,0,3.50037,0.00150436,0.0013969,-0.00262898,-0.000876327,1.21E-05,0,0.979059,72.3081,0.127632,0,0.00081669,0,7.41231,5809.44,95.8295,114.713,74.4148,16.0428,514.522,80.343,0.0433579,7.0341,0.949074,5532.53,61.3604,0
5,0,3.50037,0.00150436,0.0013969,-0.00262898,-0.000876327,1.21E-05,0,0.979059,72.3081,0.127632,0,0.00081669,0,7.41231,5809.44,95.8295,114.713,74.4148,16.0428,514.522,80.343,0.0433579,7.0341,0.949074,5532.53,61.3604,0
