Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.00854436,0,1.04E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
1,0,3.49988,0.00108718,0.00100953,-0.00281698,-0.000938995,3.29E-06,0,0.979062,72,0.00854436,0,1.04E-05,0,7.41232,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.5,60.9548,0
2,0,3.49924,0.00115823,0.0010755,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0166752,0,4.11E-05,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948979,5532.51,60.6791,0
2,0,3.49924,0.00115823,0.0010755,-0.00279242,-0.000930808,0,0,0.979058,72.3733,0.0166752,0,4.11E-05,0,7.41229,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948979,5532.51,60.6791,0
3,0,3.5005,0.00129678,0.00120415,-0.00275886,-0.000919619,0,0,0.979041,72.3615,0.024137,0,9.06E-05,0,7.4121,5809.46,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8013,0
3,0,3.5005,0.00129678,0.00120415,-0.00275886,-0.000919619,0,0,0.979041,72.3615,0.024137,0,9.06E-05,0,7.4121,5809.46,95.8084,114.695,74.4127,16.0428,514.497,80.2838,0.0433569,7.03376,0.948842,5532.52,60.8013,0
4,0,3.50117,0.00143534,0.00133282,-0.00269053,-0.000896845,3.57E-06,0,0.979053,72.3299,0.0310622,0,0.000157438,0,7.41223,5809.21,95.8176,114.701,74.4097,16.0428,514.497,80.3154,0.0433569,7.03376,0.948984,5532.52,61.185,0
4,0,3.50117,0.00143534,0.00133282,-0.00269053,-0.000896845,3.57E-06,0,0.979053,72.3299,0.0310622,0,0.000157438,0,7.41223,5809.21,95.8176,114.701,74.4097,16.0428,514.497,80.3154,0.0433569,7.03376,0.948984,5532.52,61.185,0
5,0,3.50036,0.00152001,0.00141144,-0.00262769,-0.000875895,1.21E-05,0,0.979059,72.3107,0.0375388,0,0.000240203,0,7.41231,5809.56,95.8322,114.716,74.4163,16.0428,514.516,80.3416,0.0433569,7.03402,0.949084,5532.53,61.3612,0
5,0,3.50036,0.00152001,0.00141144,-0.00262769,-0.000875895,1.21E-05,0,0.979059,72.3107,0.0375388,0,0.000240203,0,7.41231,5809.56,95.8322,114.716,74.4163,16.0428,514.516,80.3416,0.0433569,7.03402,0.949084,5532.53,61.3612,0
