Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.00439442,-1.$,5.34239e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.00439442,-1.$,5.34239e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.00868578,0,2.12523e-05,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.00868578,0,2.12523e-05,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
3.00,0,3.50015,0.00126466,0.00117432,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.0127251,0,4.72026e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
3.00,0,3.50015,0.00126466,0.00117432,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.0127251,0,4.72026e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
4.00,0,3.50065,0.00138063,0.00128201,-0.00271509,-0.000905029,3.62998e-06,0,0.979054,72.33,0.016564,0,8.26367e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
4.00,0,3.50065,0.00138063,0.00128201,-0.00271509,-0.000905029,3.62998e-06,0,0.979054,72.33,0.016564,0,8.26367e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
5.00,0,3.49967,0.00143855,0.00133579,-0.00266998,-0.000889995,1.23177e-05,0,0.97906,72.3108,0.020232,0,0.000127021,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433563,7.03402,0.949076,5532.61,61.3638,0
5.00,0,3.49967,0.00143855,0.00133579,-0.00266998,-0.000889995,1.23177e-05,0,0.97906,72.3108,0.020232,0,0.000127021,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433563,7.03402,0.949076,5532.61,61.3638,0
6.00,0,3.49955,0.00150604,0.00139847,-0.00265091,-0.000883636,7.29971e-06,0,0.979044,72.3189,0.0237194,0,0.000179838,0,7.41225,5811.4,95.8489,114.738,74.4301,16.0428,514.516,80.3579,0.0433563,7.03402,0.948958,5532.63,61.3112,0
6.00,0,3.49955,0.00150604,0.00139847,-0.00265091,-0.000883636,7.29971e-06,0,0.979044,72.3189,0.0237194,0,0.000179838,0,7.41225,5811.4,95.8489,114.738,74.4301,16.0428,514.516,80.3579,0.0433563,7.03402,0.948958,5532.63,61.3112,0
7.00,0,3.50081,0.00162737,0.00151113,-0.00261067,-0.000870222,0,0,0.979033,72.3357,0.0270378,0,0.00024059,0,7.41216,5813.55,95.8634,114.761,74.4445,16.0428,514.516,80.3691,0.0433563,7.03402,0.94876,5532.66,61.0744,0
7.00,0,3.50081,0.00162737,0.00151113,-0.00261067,-0.000870222,0,0,0.979033,72.3357,0.0270378,0,0.00024059,0,7.41216,5813.55,95.8634,114.761,74.4445,16.0428,514.516,80.3691,0.0433563,7.03402,0.94876,5532.66,61.0744,0
8.00,0,3.50102,0.00172668,0.00160334,-0.00254334,-0.000847781,0,0,0.979049,72.2766,0.0298758,0,0.000308754,0,7.41234,5811.54,95.8787,114.769,74.4482,16.0428,514.516,80.407,0.0433563,7.03402,0.949252,5532.68,61.0431,0
8.00,0,3.50102,0.00172668,0.00160334,-0.00254334,-0.000847781,0,0,0.979049,72.2766,0.0298758,0,0.000308754,0,7.41234,5811.54,95.8787,114.769,74.4482,16.0428,514.516,80.407,0.0433563,7.03402,0.949252,5532.68,61.0431,0
9.00,0,3.50006,0.00177496,0.00164818,-0.00249276,-0.000830918,1.01493e-06,0,0.979047,72.2646,0.0326754,0,0.000383823,0,7.41233,5811.19,95.8851,114.775,74.4532,16.0428,514.541,80.4154,0.0433702,7.03437,0.949377,5532.7,61.436,0
9.00,0,3.50006,0.00177496,0.00164818,-0.00249276,-0.000830918,1.01493e-06,0,0.979047,72.2646,0.0326754,0,0.000383823,0,7.41233,5811.19,95.8851,114.775,74.4532,16.0428,514.541,80.4154,0.0433702,7.03437,0.949377,5532.7,61.436,0
10.00,0,3.50048,0.00185822,0.00172549,-0.00245546,-0.000818488,9.1625e-06,0,0.979029,72.2813,0.0354942,0,0.000465474,0,7.41215,5812.48,95.8904,114.785,74.4614,16.0428,514.541,80.4147,0.0433702,7.03437,0.949223,5532.73,61.6858,0
10.00,0,3.50048,0.00185822,0.00172549,-0.00245546,-0.000818488,9.1625e-06,0,0.979029,72.2813,0.0354942,0,0.000465474,0,7.41215,5812.48,95.8904,114.785,74.4614,16.0428,514.541,80.4147,0.0433702,7.03437,0.949223,5532.73,61.6858,0
11.00,0,3.50165,0.00198146,0.00183993,-0.00238664,-0.000795548,6.70758e-06,0,0.97903,72.2825,0.0382039,0,0.000553371,0,7.41216,5812.76,95.8907,114.787,74.4629,16.0428,514.541,80.4172,0.0433702,7.03437,0.949182,5532.75,61.689,0
11.00,0,3.50165,0.00198146,0.00183993,-0.00238664,-0.000795548,6.70758e-06,0,0.97903,72.2825,0.0382039,0,0.000553371,0,7.41216,5812.76,95.8907,114.787,74.4629,16.0428,514.541,80.4172,0.0433702,7.03437,0.949182,5532.75,61.689,0
12.00,0,3.50142,0.00206453,0.00191707,-0.00230134,-0.000767114,0,0,0.979043,72.2509,0.0408065,0,0.000647193,0,7.41231,5810.92,95.887,114.777,74.4554,16.0428,514.827,80.4269,0.0433583,7.03815,0.949445,5532.78,61.4947,0
12.00,0,3.50142,0.00206453,0.00191707,-0.00230134,-0.000767114,0,0,0.979043,72.2509,0.0408065,0,0.000647193,0,7.41231,5810.92,95.887,114.777,74.4554,16.0428,514.827,80.4269,0.0433583,7.03815,0.949445,5532.78,61.4947,0
13.00,0,3.50051,0.00210858,0.00195797,-0.00223877,-0.000746257,0,0,0.979039,72.241,0.0429388,0,0.000746595,0,7.41229,5810.13,95.8806,114.768,74.451,16.0428,514.827,80.4271,0.0433583,7.03815,0.949506,5532.8,61.3263,0
13.00,0,3.50051,0.00210858,0.00195797,-0.00223877,-0.000746257,0,0,0.979039,72.241,0.0429388,0,0.000746595,0,7.41229,5810.13,95.8806,114.768,74.451,16.0428,514.827,80.4271,0.0433583,7.03815,0.949506,5532.8,61.3263,0
14.00,0,3.5012,0.00219751,0.00204055,-0.00218117,-0.000727057,0,0,0.979025,72.2598,0.0449596,0,0.00085116,0,7.41213,5811.23,95.8753,114.768,74.4506,16.0428,514.827,80.4213,0.0433583,7.03815,0.949272,5532.82,61.6761,0
14.00,0,3.5012,0.00219751,0.00204055,-0.00218117,-0.000727057,0,0,0.979025,72.2598,0.0449596,0,0.00085116,0,7.41213,5811.23,95.8753,114.768,74.4506,16.0428,514.827,80.4213,0.0433583,7.03815,0.949272,5532.82,61.6761,0
15.00,0,3.50178,0.00229164,0.00212795,-0.00209995,-0.000699983,5.67784e-06,0,0.979035,72.2389,0.04722,0,0.00096077,0,7.41223,5809.91,95.8647,114.753,74.439,16.0428,514.827,80.4262,0.0433583,7.03815,0.949378,5532.84,61.9845,0
15.00,0,3.50178,0.00229164,0.00212795,-0.00209995,-0.000699983,5.67784e-06,0,0.979035,72.2389,0.04722,0,0.00096077,0,7.41223,5809.91,95.8647,114.753,74.439,16.0428,514.827,80.4262,0.0433583,7.03815,0.949378,5532.84,61.9845,0
16.00,0,3.50114,0.00233881,0.00217175,-0.00202114,-0.000673713,5.63117e-06,0,0.979047,72.2067,0.0494498,0,0.00107526,0,7.41237,5807.8,95.8526,114.734,74.425,16.0428,516.839,80.433,0.0433818,7.06465,0.949596,5532.87,62.0376,0
16.00,0,3.50114,0.00233881,0.00217175,-0.00202114,-0.000673713,5.63117e-06,0,0.979047,72.2067,0.0494498,0,0.00107526,0,7.41237,5807.8,95.8526,114.734,74.425,16.0428,516.839,80.433,0.0433818,7.06465,0.949596,5532.87,62.0376,0
17.00,0,3.5006,0.00236969,0.00220043,-0.00196608,-0.00065536,0,0,0.97904,72.198,0.051615,0,0.00119445,0,7.41231,5807.09,95.8408,114.72,74.4153,16.0428,516.839,80.4329,0.0433818,7.06465,0.949586,5532.89,61.88,0
17.00,0,3.5006,0.00236969,0.00220043,-0.00196608,-0.00065536,0,0,0.97904,72.198,0.051615,0,0.00119445,0,7.41231,5807.09,95.8408,114.72,74.4153,16.0428,516.839,80.4329,0.0433818,7.06465,0.949586,5532.89,61.88,0
18.00,0,3.50097,0.00242321,0.00225013,-0.00191357,-0.000637857,0,0,0.979026,72.2008,0.0534913,0,0.00131814,0,7.41216,5807.1,95.808,114.689,74.3912,16.0428,516.839,80.4299,0.0433818,7.06465,0.949241,5532.92,61.6178,0
18.00,0,3.50097,0.00242321,0.00225013,-0.00191357,-0.000637857,0,0,0.979026,72.2008,0.0534913,0,0.00131814,0,7.41216,5807.1,95.808,114.689,74.3912,16.0428,516.839,80.4299,0.0433818,7.06465,0.949241,5532.92,61.6178,0
19.00,0,3.50099,0.00246448,0.00228844,-0.00185264,-0.000617548,0,0,0.979042,72.1543,0.0549659,0,0.00144596,0,7.41232,5804.12,95.7828,114.654,74.3645,16.0428,516.839,80.4404,0.0433818,7.06465,0.949463,5532.94,61.869,0
19.00,0,3.50099,0.00246448,0.00228844,-0.00185264,-0.000617548,0,0,0.979042,72.1543,0.0549659,0,0.00144596,0,7.41232,5804.12,95.7828,114.654,74.3645,16.0428,516.839,80.4404,0.0433818,7.06465,0.949463,5532.94,61.869,0
20.00,0,3.5004,0.00247474,0.00229797,-0.00180236,-0.000600787,2.68844e-06,0,0.979048,72.1168,0.0568487,0,0.00157788,0,7.4124,5801.58,95.7551,114.618,74.3383,15.873,515.097,80.447,0.0433739,6.9675,0.949587,5532.96,62.2138,0
20.00,0,3.5004,0.00247474,0.00229797,-0.00180236,-0.000600787,2.68844e-06,0,0.979048,72.1168,0.0568487,0,0.00157788,0,7.4124,5801.58,95.7551,114.618,74.3383,15.873,515.097,80.447,0.0433739,6.9675,0.949587,5532.96,62.2138,0
21.00,0,3.50016,0.0024832,0.00230583,-0.0017675,-0.000589167,4.10717e-06,0,0.979031,72.1058,0.0587819,0,0.00171385,0,7.41223,5800.69,95.7249,114.586,74.3139,15.873,515.097,80.4469,0.0433739,6.9675,0.949413,5532.99,62.3098,0
21.00,0,3.50016,0.0024832,0.00230583,-0.0017675,-0.000589167,4.10717e-06,0,0.979031,72.1058,0.0587819,0,0.00171385,0,7.41223,5800.69,95.7249,114.586,74.3139,15.873,515.097,80.4469,0.0433739,6.9675,0.949413,5532.99,62.3098,0
22.00,0,3.50034,0.00250237,0.00232363,-0.00173208,-0.000577359,0,0,0.979022,72.0967,0.0606759,0,0.00185377,0,7.41213,5799.96,95.6884,114.548,74.2847,15.873,515.097,80.4469,0.0433739,6.9675,0.949149,5533.01,62.1787,0
22.00,0,3.50034,0.00250237,0.00232363,-0.00173208,-0.000577359,0,0,0.979022,72.0967,0.0606759,0,0.00185377,0,7.41213,5799.96,95.6884,114.548,74.2847,15.873,515.097,80.4469,0.0433739,6.9675,0.949149,5533.01,62.1787,0
