Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.00251109,-1.$,3.0528e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.00251109,-1.$,3.0528e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.0049633,0,1.21441e-05,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.0049633,0,1.21441e-05,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
3.00,0,3.50015,0.00126466,0.00117433,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.00727151,0,2.69729e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
3.00,0,3.50015,0.00126466,0.00117433,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.00727151,0,2.69729e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
4.00,0,3.50065,0.00138064,0.00128203,-0.00271509,-0.000905029,3.62999e-06,0,0.979054,72.33,0.00946513,0,4.7221e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
4.00,0,3.50065,0.00138064,0.00128203,-0.00271509,-0.000905029,3.62999e-06,0,0.979054,72.33,0.00946513,0,4.7221e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
5.00,0,3.49967,0.00143859,0.00133583,-0.00266998,-0.000889995,1.23178e-05,0,0.97906,72.3108,0.0115611,0,7.25836e-05,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433563,7.03402,0.949076,5532.61,61.3638,0
5.00,0,3.49967,0.00143859,0.00133583,-0.00266998,-0.000889995,1.23178e-05,0,0.97906,72.3108,0.0115611,0,7.25836e-05,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433563,7.03402,0.949076,5532.61,61.3638,0
6.00,0,3.49955,0.00150619,0.0013986,-0.00265092,-0.00088364,7.30043e-06,0,0.979044,72.3189,0.0135539,0,0.000102764,0,7.41225,5811.4,95.8489,114.738,74.4302,16.0428,514.516,80.3579,0.0433563,7.03402,0.948958,5532.63,61.3112,0
6.00,0,3.49955,0.00150619,0.0013986,-0.00265092,-0.00088364,7.30043e-06,0,0.979044,72.3189,0.0135539,0,0.000102764,0,7.41225,5811.4,95.8489,114.738,74.4302,16.0428,514.516,80.3579,0.0433563,7.03402,0.948958,5532.63,61.3112,0
7.00,0,3.50082,0.00162795,0.00151167,-0.00261063,-0.000870211,0,0,0.979033,72.3358,0.0154501,0,0.00013748,0,7.41216,5813.56,95.8635,114.761,74.4445,16.0428,514.516,80.3691,0.0433563,7.03402,0.94876,5532.66,61.0745,0
7.00,0,3.50082,0.00162795,0.00151167,-0.00261063,-0.000870211,0,0,0.979033,72.3358,0.0154501,0,0.00013748,0,7.41216,5813.56,95.8635,114.761,74.4445,16.0428,514.516,80.3691,0.0433563,7.03402,0.94876,5532.66,61.0745,0
8.00,0,3.50103,0.00172804,0.00160461,-0.00254312,-0.000847707,0,0,0.979049,72.2771,0.0170719,0,0.000176431,0,7.41234,5811.57,95.879,114.77,74.4485,16.0428,514.516,80.4068,0.0433563,7.03402,0.949252,5532.68,61.0432,0
8.00,0,3.50103,0.00172804,0.00160461,-0.00254312,-0.000847707,0,0,0.979049,72.2771,0.0170719,0,0.000176431,0,7.41234,5811.57,95.879,114.77,74.4485,16.0428,514.516,80.4068,0.0433563,7.03402,0.949252,5532.68,61.0432,0
9.00,0,3.50005,0.00177718,0.00165024,-0.00249246,-0.000830821,1.01746e-06,0,0.979047,72.2655,0.0186717,0,0.000219327,0,7.41233,5811.24,95.8858,114.775,74.4537,16.0428,514.534,80.4151,0.0433701,7.03428,0.949377,5532.7,61.4362,0
9.00,0,3.50005,0.00177718,0.00165024,-0.00249246,-0.000830821,1.01746e-06,0,0.979047,72.2655,0.0186717,0,0.000219327,0,7.41233,5811.24,95.8858,114.775,74.4537,16.0428,514.534,80.4151,0.0433701,7.03428,0.949377,5532.7,61.4362,0
10.00,0,3.5005,0.00186307,0.00172999,-0.00245513,-0.000818377,9.17808e-06,0,0.979029,72.283,0.0202824,0,0.000265985,0,7.41215,5812.57,95.8917,114.786,74.4625,16.0428,514.534,80.4141,0.0433701,7.03428,0.949221,5532.73,61.6862,0
10.00,0,3.5005,0.00186307,0.00172999,-0.00245513,-0.000818377,9.17808e-06,0,0.979029,72.283,0.0202824,0,0.000265985,0,7.41215,5812.57,95.8917,114.786,74.4625,16.0428,514.534,80.4141,0.0433701,7.03428,0.949221,5532.73,61.6862,0
11.00,0,3.50174,0.00199253,0.00185021,-0.00238484,-0.000794947,6.7576e-06,0,0.97903,72.2854,0.0218308,0,0.000316212,0,7.41216,5812.92,95.8929,114.79,74.4647,16.0428,514.534,80.4162,0.0433701,7.03428,0.949179,5532.75,61.6897,0
11.00,0,3.50174,0.00199253,0.00185021,-0.00238484,-0.000794947,6.7576e-06,0,0.97903,72.2854,0.0218308,0,0.000316212,0,7.41216,5812.92,95.8929,114.79,74.4647,16.0428,514.534,80.4162,0.0433701,7.03428,0.949179,5532.75,61.6897,0
12.00,0,3.5015,0.00208256,0.00193381,-0.0022967,-0.000765568,0,0,0.979043,72.2555,0.0233179,0,0.000369824,0,7.41231,5811.18,95.8906,114.781,74.4584,16.0428,514.601,80.4254,0.0433564,7.03517,0.94944,5532.78,61.496,0
