Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.00282498,-1.$,3.43439e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.00282498,-1.$,3.43439e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.00558371,0,1.36622e-05,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.00558371,0,1.36622e-05,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
3.00,0,3.50015,0.00126466,0.00117432,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.00818045,0,3.03445e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
3.00,0,3.50015,0.00126466,0.00117432,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.00818045,0,3.03445e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
4.00,0,3.50065,0.00138064,0.00128202,-0.00271509,-0.000905029,3.62999e-06,0,0.979054,72.33,0.0106483,0,5.31236e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
4.00,0,3.50065,0.00138064,0.00128202,-0.00271509,-0.000905029,3.62999e-06,0,0.979054,72.33,0.0106483,0,5.31236e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
5.00,0,3.49967,0.00143858,0.00133583,-0.00266998,-0.000889995,1.23178e-05,0,0.97906,72.3108,0.0130063,0,8.16566e-05,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433563,7.03402,0.949076,5532.61,61.3638,0
5.00,0,3.49967,0.00143858,0.00133583,-0.00266998,-0.000889995,1.23178e-05,0,0.97906,72.3108,0.0130063,0,8.16566e-05,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433563,7.03402,0.949076,5532.61,61.3638,0
6.00,0,3.49955,0.00150617,0.00139859,-0.00265092,-0.00088364,7.30036e-06,0,0.979044,72.3189,0.0152482,0,0.00011561,0,7.41225,5811.4,95.8489,114.738,74.4302,16.0428,514.516,80.3579,0.0433563,7.03402,0.948958,5532.63,61.3112,0
6.00,0,3.49955,0.00150617,0.00139859,-0.00265092,-0.00088364,7.30036e-06,0,0.979044,72.3189,0.0152482,0,0.00011561,0,7.41225,5811.4,95.8489,114.738,74.4302,16.0428,514.516,80.3579,0.0433563,7.03402,0.948958,5532.63,61.3112,0
7.00,0,3.50082,0.00162789,0.00151161,-0.00261064,-0.000870212,0,0,0.979033,72.3358,0.0173814,0,0.000154665,0,7.41216,5813.56,95.8635,114.761,74.4445,16.0428,514.516,80.3691,0.0433563,7.03402,0.94876,5532.66,61.0745,0
7.00,0,3.50082,0.00162789,0.00151161,-0.00261064,-0.000870212,0,0,0.979033,72.3358,0.0173814,0,0.000154665,0,7.41216,5813.56,95.8635,114.761,74.4445,16.0428,514.516,80.3691,0.0433563,7.03402,0.94876,5532.66,61.0745,0
8.00,0,3.50103,0.0017279,0.00160448,-0.00254314,-0.000847714,0,0,0.979049,72.2771,0.0192059,0,0.000198485,0,7.41234,5811.57,95.879,114.77,74.4485,16.0428,514.516,80.4068,0.0433563,7.03402,0.949252,5532.68,61.0432,0
8.00,0,3.50103,0.0017279,0.00160448,-0.00254314,-0.000847714,0,0,0.979049,72.2771,0.0192059,0,0.000198485,0,7.41234,5811.57,95.879,114.77,74.4485,16.0428,514.516,80.4068,0.0433563,7.03402,0.949252,5532.68,61.0432,0
9.00,0,3.50005,0.00177696,0.00165004,-0.00249249,-0.00083083,1.01722e-06,0,0.979047,72.2655,0.0210056,0,0.000246743,0,7.41233,5811.24,95.8857,114.775,74.4537,16.0428,514.535,80.4151,0.0433701,7.03429,0.949377,5532.7,61.4362,0
9.00,0,3.50005,0.00177696,0.00165004,-0.00249249,-0.00083083,1.01722e-06,0,0.979047,72.2655,0.0210056,0,0.000246743,0,7.41233,5811.24,95.8857,114.775,74.4537,16.0428,514.535,80.4151,0.0433701,7.03429,0.949377,5532.7,61.4362,0
10.00,0,3.5005,0.00186259,0.00172955,-0.00245516,-0.000818388,9.17656e-06,0,0.979029,72.2828,0.0228177,0,0.000299233,0,7.41215,5812.56,95.8915,114.786,74.4624,16.0428,514.535,80.4141,0.0433701,7.03429,0.949221,5532.73,61.6862,0
