Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.00502219,-1.$,6.10559e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.00502219,-1.$,6.10559e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.00992661,0,2.42883e-05,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.00992661,0,2.42883e-05,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
3.00,0,3.50015,0.00126465,0.00117432,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.014543,0,5.39458e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
3.00,0,3.50015,0.00126465,0.00117432,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.014543,0,5.39458e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
4.00,0,3.50065,0.00138062,0.00128201,-0.00271509,-0.000905029,3.62998e-06,0,0.979054,72.33,0.0189303,0,9.4442e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
4.00,0,3.50065,0.00138062,0.00128201,-0.00271509,-0.000905029,3.62998e-06,0,0.979054,72.33,0.0189303,0,9.4442e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
5.00,0,3.49967,0.00143852,0.00133577,-0.00266998,-0.000889995,1.23176e-05,0,0.97906,72.3108,0.0231223,0,0.000145167,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433564,7.03402,0.949076,5532.61,61.3638,0
5.00,0,3.49967,0.00143852,0.00133577,-0.00266998,-0.000889995,1.23176e-05,0,0.97906,72.3108,0.0231223,0,0.000145167,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433564,7.03402,0.949076,5532.61,61.3638,0
6.00,0,3.49955,0.00150596,0.00139839,-0.0026509,-0.000883634,7.29928e-06,0,0.979044,72.3189,0.0271079,0,0.000205529,0,7.41225,5811.39,95.8488,114.738,74.4301,16.0428,514.516,80.3579,0.0433564,7.03402,0.948958,5532.63,61.3112,0
