Time(s),totalNaloxone_mg,m_AfferentChemoreceptor_Hz ,m_CentralFrequencyDelta_Per_min ,m_CentralPressureDelta_cmH2O ,m_PeripheralFrequencyDelta_Per_min ,m_PeripheralPressureDelta_cmH2O ,m_OxygenAutoregulatorHeart ,m_OxygenAutoregulatorMuscle ,OxygenSaturation,HeartRate(1/min),Fentanyl-PlasmaConcentration(ug/mL),Naloxone-PlasmaConcentration,Fentanyl-EffectSiteConcentration(ug/mL),Naloxone-EffectSiteConcentration,ArterialBloodPH,CardiacOutput(mL/min),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),RespirationRate(1/min),TidalVolume(mL),HeartStrokeVolume(mL),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),SystemicVascularResistance(mmHg_s/mL),BloodVolume(mL),MeanUrineOutput(mL/hr),NeuromuscularBlockLevel
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.00156943,-1.$,1.908e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
1.00,0,3.49982,0.00108347,0.00100608,-0.00281751,-0.000939172,3.33428e-06,0,0.979062,72,0.00156943,-1.$,1.908e-06,-1.$,7.41234,5782.43,95.8339,114.638,74.4068,16.0428,514.497,80.3115,0.0433569,7.03376,0.953517,5532.52,60.9548,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.00310206,0,7.59009e-06,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
2.00,0,3.49906,0.00114349,0.00106181,-0.00279634,-0.000932113,0,0,0.979058,72.3733,0.00310206,0,7.59009e-06,0,7.41233,5808.58,95.8085,114.696,74.4248,16.0428,514.497,80.2586,0.0433569,7.03376,0.948978,5532.55,60.6793,0
3.00,0,3.50015,0.00126466,0.00117433,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.0045447,0,1.68581e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
3.00,0,3.50015,0.00126466,0.00117433,-0.0027706,-0.000923532,0,0,0.979041,72.3615,0.0045447,0,1.68581e-05,0,7.41216,5809.46,95.8084,114.695,74.4126,16.0428,514.497,80.2838,0.0433569,7.03376,0.94884,5532.57,60.802,0
4.00,0,3.50065,0.00138065,0.00128203,-0.00271509,-0.000905029,3.62999e-06,0,0.979054,72.33,0.0059157,0,2.95131e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
4.00,0,3.50065,0.00138065,0.00128203,-0.00271509,-0.000905029,3.62999e-06,0,0.979054,72.33,0.0059157,0,2.95131e-05,0,7.4123,5809.22,95.8175,114.701,74.4096,16.0428,514.497,80.3156,0.0433569,7.03376,0.948979,5532.59,61.1866,0
5.00,0,3.49967,0.00143859,0.00133584,-0.00266998,-0.000889995,1.23178e-05,0,0.97906,72.3108,0.00722571,0,4.53648e-05,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433563,7.03402,0.949076,5532.61,61.3638,0
5.00,0,3.49967,0.00143859,0.00133584,-0.00266998,-0.000889995,1.23178e-05,0,0.97906,72.3108,0.00722571,0,4.53648e-05,0,7.41239,5809.59,95.8321,114.716,74.4162,16.0428,514.516,80.3419,0.0433563,7.03402,0.949076,5532.61,61.3638,0
6.00,0,3.49955,0.00150621,0.00139863,-0.00265092,-0.000883641,7.30055e-06,0,0.979044,72.3189,0.00847122,0,6.42278e-05,0,7.41225,5811.4,95.8489,114.738,74.4302,16.0428,514.516,80.3579,0.0433563,7.03402,0.948958,5532.63,61.3112,0
6.00,0,3.49955,0.00150621,0.00139863,-0.00265092,-0.000883641,7.30055e-06,0,0.979044,72.3189,0.00847122,0,6.42278e-05,0,7.41225,5811.4,95.8489,114.738,74.4302,16.0428,514.516,80.3579,0.0433563,7.03402,0.948958,5532.63,61.3112,0
7.00,0,3.50082,0.00162805,0.00151176,-0.00261063,-0.000870209,0,0,0.979033,72.3358,0.00965634,0,8.59251e-05,0,7.41216,5813.56,95.8635,114.761,74.4445,16.0428,514.516,80.3691,0.0433563,7.03402,0.94876,5532.66,61.0745,0
7.00,0,3.50082,0.00162805,0.00151176,-0.00261063,-0.000870209,0,0,0.979033,72.3358,0.00965634,0,8.59251e-05,0,7.41216,5813.56,95.8635,114.761,74.4445,16.0428,514.516,80.3691,0.0433563,7.03402,0.94876,5532.66,61.0745,0
8.00,0,3.50103,0.00172827,0.00160483,-0.00254308,-0.000847694,0,0,0.979049,72.2772,0.0106699,0,0.000110269,0,7.41234,5811.57,95.8791,114.77,74.4486,16.0428,514.516,80.4067,0.0433563,7.03402,0.949252,5532.68,61.0432,0
8.00,0,3.50103,0.00172827,0.00160483,-0.00254308,-0.000847694,0,0,0.979049,72.2772,0.0106699,0,0.000110269,0,7.41234,5811.57,95.8791,114.77,74.4486,16.0428,514.516,80.4067,0.0433563,7.03402,0.949252,5532.68,61.0432,0
9.00,0,3.50005,0.00177757,0.0016506,-0.00249241,-0.000830804,1.0179e-06,0,0.979047,72.2657,0.0116698,0,0.00013708,0,7.41233,5811.25,95.8859,114.776,74.4538,16.0428,514.533,80.415,0.0433701,7.03427,0.949376,5532.7,61.4363,0
9.00,0,3.50005,0.00177757,0.0016506,-0.00249241,-0.000830804,1.0179e-06,0,0.979047,72.2657,0.0116698,0,0.00013708,0,7.41233,5811.25,95.8859,114.776,74.4538,16.0428,514.533,80.415,0.0433701,7.03427,0.949376,5532.7,61.4363,0
10.00,0,3.5005,0.00186393,0.00173079,-0.00245507,-0.000818357,9.18078e-06,0,0.979029,72.2833,0.0126765,0,0.000166241,0,7.41215,5812.59,95.8919,114.787,74.4627,16.0428,514.533,80.414,0.0433701,7.03427,0.949221,5532.73,61.6863,0
10.00,0,3.5005,0.00186393,0.00173079,-0.00245507,-0.000818357,9.18078e-06,0,0.979029,72.2833,0.0126765,0,0.000166241,0,7.41215,5812.59,95.8919,114.787,74.4627,16.0428,514.533,80.414,0.0433701,7.03427,0.949221,5532.73,61.6863,0
