Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.1071,25.0287,73.7705,-1.$,7.35642,5900.5,0.999956,95.2735,113.223,74.5011,0.0441371,13.9535,145.68,526.452,0.928861,37.3989,4880.36,71.5577,0,0.000802679,126.167,0
1,0,0,0,0,0,27.1071,25.0287,73.7705,-1.$,7.35642,5900.5,0.999956,95.2735,113.223,74.5011,0.0441371,13.9535,145.68,526.452,0.928861,37.3989,4880.36,71.5577,0,0.000802679,126.167,0
2,0,0,0,0,0,26.7227,24.5504,72.4873,0,7.35621,5815.65,0.999912,93.9641,112.362,73.6257,0.0441371,13.9535,120.753,526.452,0.928935,37.399,4876.88,71.5818,0,0.000802644,101.771,0
2,0,0,0,0,0,26.7227,24.5504,72.4873,0,7.35621,5815.65,0.999912,93.9641,112.362,73.6257,0.0441371,13.9535,120.753,526.452,0.928935,37.399,4876.88,71.5818,0,0.000802644,101.771,0
3,0,0,0,0,0,26.5489,24.3622,72.621,0,7.35589,5831.71,0.999868,93.6207,111.988,73.1299,0.0441371,13.9535,98.6625,526.452,0.922875,37.3991,4873.49,71.3071,0,0.000802651,82.255,0
3,0,0,0,0,0,26.5489,24.3622,72.621,0,7.35589,5831.71,0.999868,93.6207,111.988,73.1299,0.0441371,13.9535,98.6625,526.452,0.922875,37.3991,4873.49,71.3071,0,0.000802651,82.255,0
4,0,0,0,0,0,26.4946,24.332,72.9968,0,7.35588,5855.46,0.999824,93.4782,111.907,72.9871,0.0441371,13.9535,80.9108,526.452,0.917714,37.3991,4870.16,70.8156,0,0.000802684,67.4664,0
4,0,0,0,0,0,26.4946,24.332,72.9968,0,7.35588,5855.46,0.999824,93.4782,111.907,72.9871,0.0441371,13.9535,80.9108,526.452,0.917714,37.3991,4870.16,70.8156,0,0.000802684,67.4664,0
5,0,0,0,0,0,26.7264,24.61,73.5575,0,7.35619,5856.03,0.99978,94.2862,112.369,73.7234,0.0441371,13.9535,129.19,526.452,0.925974,37.3992,4866.79,70.4818,0,0.000802687,114.734,0
5,0,0,0,0,0,26.7264,24.61,73.5575,0,7.35619,5856.03,0.99978,94.2862,112.369,73.7234,0.0441371,13.9535,129.19,526.452,0.925974,37.3992,4866.79,70.4818,0,0.000802687,114.734,0
6,0,0,0,0,0,26.8107,24.6697,73.7102,0,7.35609,5855.15,0.999736,94.3998,112.498,73.9475,0.0441635,13.9535,144.147,526.578,0.927311,37.3994,4863.25,70.7496,0,0.000802583,123.472,-7.07E-17
6,0,0,0,0,0,26.8107,24.6697,73.7102,0,7.35609,5855.15,0.999736,94.3998,112.498,73.9475,0.0441635,13.9535,144.147,526.578,0.927311,37.3994,4863.25,70.7496,0,0.000802583,123.472,-7.07E-17
7,0,0,0,0,0,26.8177,24.6458,73.6633,0,7.35573,5840.84,0.999692,94.3913,112.47,73.9927,0.0441635,13.9535,114.571,526.578,0.92953,37.3995,4859.76,70.831,0,0.000802517,95.9225,0
7,0,0,0,0,0,26.8177,24.6458,73.6633,0,7.35573,5840.84,0.999692,94.3913,112.47,73.9927,0.0441635,13.9535,114.571,526.578,0.92953,37.3995,4859.76,70.831,0,0.000802517,95.9225,0
8,0,0,0,0,0,26.7449,24.5974,73.58,0,7.35563,5825.13,0.999648,94.3358,112.387,73.9701,0.0441635,13.9535,91.7185,526.578,0.931497,37.3995,4856.37,70.5974,0,0.00080251,76.2715,0
8,0,0,0,0,0,26.7449,24.5974,73.58,0,7.35563,5825.13,0.999648,94.3358,112.387,73.9701,0.0441635,13.9535,91.7185,526.578,0.931497,37.3995,4856.37,70.5974,0,0.00080251,76.2715,0
9,0,0,0,0,0,26.6213,24.4878,73.4844,0,7.35581,5802.19,0.999604,94.1949,112.195,73.873,0.0441635,13.9535,80.551,526.578,0.933778,37.3995,4853.06,70.1252,0,0.000802547,69.6953,0
9,0,0,0,0,0,26.6213,24.4878,73.4844,0,7.35581,5802.19,0.999604,94.1949,112.195,73.873,0.0441635,13.9535,80.551,526.578,0.933778,37.3995,4853.06,70.1252,0,0.000802547,69.6953,0
10,0,0,0,0,0,26.5911,24.448,73.5267,0,7.3559,5798.63,0.99956,94.135,112.117,73.8343,0.0442215,13.9535,144.798,526.663,0.93376,37.3996,4849.59,70.1303,0,0.000802508,125.985,-3.54E-17
10,0,0,0,0,0,26.5911,24.448,73.5267,0,7.3559,5798.63,0.99956,94.135,112.117,73.8343,0.0442215,13.9535,144.798,526.663,0.93376,37.3996,4849.59,70.1303,0,0.000802508,125.985,-3.54E-17
