Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.1969,25.1274,73.7705,-1.$,7.35643,5893.33,0.999956,95.6536,113.398,75.233,0.0441371,13.9535,146.916,526.452,0.933859,37.3989,4882.49,71.6206,0,0.000802669,124.872,0
1,0,0,0,0,0,27.1969,25.1274,73.7705,-1.$,7.35643,5893.33,0.999956,95.6536,113.398,75.233,0.0441371,13.9535,146.916,526.452,0.933859,37.3989,4882.49,71.6206,0,0.000802669,124.872,0
2,0,0,0,0,0,27.1059,24.9713,72.4873,0,7.35622,5792.88,0.999912,94.8164,113.113,74.2569,0.0441371,13.9535,122.394,526.452,0.941409,37.3991,4881.09,71.7711,0,0.000802615,101.234,0
2,0,0,0,0,0,27.1059,24.9713,72.4873,0,7.35622,5792.88,0.999912,94.8164,113.113,74.2569,0.0441371,13.9535,122.394,526.452,0.941409,37.3991,4881.09,71.7711,0,0.000802615,101.234,0
3,0,0,0,0,0,27.0298,24.8895,72.5604,0,7.35591,5802.6,0.999868,94.6641,112.952,74.0256,0.0441371,13.9535,100.604,526.452,0.938278,37.3992,4879.73,71.646,0,0.000802608,82.2417,0
3,0,0,0,0,0,27.0298,24.8895,72.5604,0,7.35591,5802.6,0.999868,94.6641,112.952,74.0256,0.0441371,13.9535,100.604,526.452,0.938278,37.3992,4879.73,71.646,0,0.000802608,82.2417,0
4,0,0,0,0,0,26.9923,24.8769,72.6917,0,7.3559,5812.78,0.999824,94.6094,112.919,73.9566,0.0441371,13.9535,83.1199,526.452,0.936095,37.3993,4878.39,71.3107,0,0.000802632,67.748,0
4,0,0,0,0,0,26.9923,24.8769,72.6917,0,7.3559,5812.78,0.999824,94.6094,112.919,73.9566,0.0441371,13.9535,83.1199,526.452,0.936095,37.3993,4878.39,71.3107,0,0.000802632,67.748,0
5,0,0,0,0,0,26.9935,24.9026,72.8677,0,7.35618,5828.7,0.99978,94.6066,112.959,73.935,0.0441371,13.9535,111.342,526.452,0.933567,37.3994,4877.06,70.9367,0,0.000802661,97.9007,0
5,0,0,0,0,0,26.9935,24.9026,72.8677,0,7.35618,5828.7,0.99978,94.6066,112.959,73.935,0.0441371,13.9535,111.342,526.452,0.933567,37.3994,4877.06,70.9367,0,0.000802661,97.9007,0
6,0,0,0,0,0,27.045,24.9269,72.928,0,7.3561,5834.94,0.999736,94.6306,113.002,73.9519,0.0441629,13.9535,147.904,526.579,0.932843,37.3996,4875.66,71.1203,0,0.000802594,126.104,0
6,0,0,0,0,0,27.045,24.9269,72.928,0,7.3561,5834.94,0.999736,94.6306,113.002,73.9519,0.0441629,13.9535,147.904,526.579,0.932843,37.3996,4875.66,71.1203,0,0.000802594,126.104,0
7,0,0,0,0,0,27.0972,24.9531,72.9806,0,7.35575,5840.52,0.999692,94.6607,113.051,73.9772,0.0441629,13.9535,128.601,526.579,0.93229,37.3997,4874.26,71.3301,0,0.000802521,106.568,0
7,0,0,0,0,0,27.0972,24.9531,72.9806,0,7.35575,5840.52,0.999692,94.6607,113.051,73.9772,0.0441629,13.9535,128.601,526.579,0.93229,37.3997,4874.26,71.3301,0,0.000802521,106.568,0
8,0,0,0,0,0,27.0872,24.973,72.9897,0,7.35569,5843.42,0.999648,94.6904,113.09,73.9982,0.0441629,13.9535,105.675,526.579,0.93216,37.3998,4872.88,71.2893,0,0.000802492,86.4562,0
8,0,0,0,0,0,27.0872,24.973,72.9897,0,7.35569,5843.42,0.999648,94.6904,113.09,73.9982,0.0441629,13.9535,105.675,526.579,0.93216,37.3998,4872.88,71.2893,0,0.000802492,86.4562,0
9,0,0,0,0,0,27.074,24.9837,72.942,0,7.35588,5842.63,0.999604,94.7181,113.112,74.0111,0.0441629,13.9535,87.3128,526.579,0.932596,37.3999,4871.54,71.0369,0,0.000802499,71.1219,-1.77E-17
9,0,0,0,0,0,27.074,24.9837,72.942,0,7.35588,5842.63,0.999604,94.7181,113.112,74.0111,0.0441629,13.9535,87.3128,526.579,0.932596,37.3999,4871.54,71.0369,0,0.000802499,71.1219,-1.77E-17
10,0,0,0,0,0,27.0978,25.0033,72.8794,0,7.35601,5840.17,0.99956,94.7629,113.148,74.0473,0.044209,13.9535,89.8306,526.703,0.933492,37.3999,4870.22,70.6459,0,0.000802534,78.0129,0
10,0,0,0,0,0,27.0978,25.0033,72.8794,0,7.35601,5840.17,0.99956,94.7629,113.148,74.0473,0.044209,13.9535,89.8306,526.703,0.933492,37.3999,4870.22,70.6459,0,0.000802534,78.0129,0
11,0,0,0,0,0,27.1593,25.0108,72.8934,0,7.35557,5840.54,0.999516,94.7742,113.163,74.0647,0.044209,13.9535,146.234,526.703,0.933568,37.4,4868.83,70.7509,0,0.000802493,125.584,0
11,0,0,0,0,0,27.1593,25.0108,72.8934,0,7.35557,5840.54,0.999516,94.7742,113.163,74.0647,0.044209,13.9535,146.234,526.703,0.933568,37.4,4868.83,70.7509,0,0.000802493,125.584,0
12,0,0,0,0,0,27.1297,25.0111,72.8954,0,7.35542,5839.95,0.999472,94.7762,113.165,74.0711,0.044209,13.9535,135.455,526.703,0.933701,37.4002,4867.42,71.0336,0,0.000802419,112.794,0
12,0,0,0,0,0,27.1297,25.0111,72.8954,0,7.35542,5839.95,0.999472,94.7762,113.165,74.0711,0.044209,13.9535,135.455,526.703,0.933701,37.4002,4867.42,71.0336,0,0.000802419,112.794,0
13,0,0,0,0,0,27.097,25.0016,72.8551,0,7.3556,5836.71,0.999428,94.7714,113.149,74.0639,0.044209,13.9535,111.012,526.703,0.934188,37.4002,4866.04,71.0782,0,0.000802385,91.0604,1.77E-17
13,0,0,0,0,0,27.097,25.0016,72.8551,0,7.3556,5836.71,0.999428,94.7714,113.149,74.0639,0.044209,13.9535,111.012,526.703,0.934188,37.4002,4866.04,71.0782,0,0.000802385,91.0604,1.77E-17
14,0,0,0,0,0,27.0761,24.9916,72.8213,0,7.35577,5833.34,0.999384,94.7644,113.131,74.0578,0.0442473,13.9535,91.5783,526.823,0.93467,37.4003,4864.69,70.8917,0,0.000802393,74.6186,0
14,0,0,0,0,0,27.0761,24.9916,72.8213,0,7.35577,5833.34,0.999384,94.7644,113.131,74.0578,0.0442473,13.9535,91.5783,526.823,0.93467,37.4003,4864.69,70.8917,0,0.000802393,74.6186,0
15,0,0,0,0,0,27.1268,24.9849,72.864,0,7.35568,5832.09,0.99934,94.7422,113.109,74.0562,0.0442473,13.9535,76.092,526.823,0.934673,37.4002,4863.37,70.5198,0,0.000802442,62.2151,0
15,0,0,0,0,0,27.1268,24.9849,72.864,0,7.35568,5832.09,0.99934,94.7422,113.109,74.0562,0.0442473,13.9535,76.092,526.823,0.934673,37.4002,4863.37,70.5198,0,0.000802442,62.2151,0
16,0,0,0,0,0,27.1032,24.9728,72.8973,0,7.3552,5832.26,0.999296,94.7255,113.095,74.0499,0.0442473,13.9535,140.457,526.823,0.934489,37.4003,4862,70.4686,0,0.000802446,121.591,0
