Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.161,25.088,73.7705,-1.$,7.35642,5896.2,0.999956,95.5012,113.328,74.9393,0.0441371,13.9535,146.42,526.452,0.931855,37.3989,4881.64,71.5954,0,0.000802673,125.393,0
1,0,0,0,0,0,27.161,25.088,73.7705,-1.$,7.35642,5896.2,0.999956,95.5012,113.328,74.9393,0.0441371,13.9535,146.42,526.452,0.931855,37.3989,4881.64,71.5954,0,0.000802673,125.393,0
2,0,0,0,0,0,26.953,24.8031,72.4873,0,7.35622,5802.02,0.999912,94.4741,112.812,74.0036,0.0441371,13.9535,121.736,526.452,0.936388,37.3991,4879.4,71.695,0,0.000802627,101.451,0
2,0,0,0,0,0,26.953,24.8031,72.4873,0,7.35622,5802.02,0.999912,94.4741,112.812,74.0036,0.0441371,13.9535,121.736,526.452,0.936388,37.3991,4879.4,71.695,0,0.000802627,101.451,0
3,0,0,0,0,0,26.8378,24.6787,72.5846,0,7.3559,5814.3,0.999868,94.2445,112.564,73.6654,0.0441371,13.9535,99.8267,526.452,0.932066,37.3992,4877.22,71.5096,0,0.000802625,82.2502,0
3,0,0,0,0,0,26.8378,24.6787,72.5846,0,7.3559,5814.3,0.999868,94.2445,112.564,73.6654,0.0441371,13.9535,99.8267,526.452,0.932066,37.3992,4877.22,71.5096,0,0.000802625,82.2502,0
4,0,0,0,0,0,26.7935,24.6589,72.8131,0,7.3559,5829.98,0.999824,94.1547,112.511,73.5661,0.0441371,13.9535,82.2871,526.452,0.928668,37.3992,4875.08,71.1114,0,0.000802653,67.6407,-1.77E-17
4,0,0,0,0,0,26.7935,24.6589,72.8131,0,7.3559,5829.98,0.999824,94.1547,112.511,73.5661,0.0441371,13.9535,82.2871,526.452,0.928668,37.3992,4875.08,71.1114,0,0.000802653,67.6407,-1.77E-17
5,0,0,0,0,0,26.7963,24.6864,73.1433,0,7.35617,5854.77,0.99978,94.1193,112.552,73.5217,0.0441371,13.9535,111.197,526.452,0.924451,37.3993,4872.95,70.6779,0,0.000802684,98.4347,1.77E-17
5,0,0,0,0,0,26.7963,24.6864,73.1433,0,7.35617,5854.77,0.99978,94.1193,112.552,73.5217,0.0441371,13.9535,111.197,526.452,0.924451,37.3993,4872.95,70.6779,0,0.000802684,98.4347,1.77E-17
