Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.167,25.0945,73.7705,-1.$,7.35642,5895.72,0.999956,95.5266,113.34,74.9881,0.0441371,13.9535,146.503,526.452,0.932189,37.3989,4881.78,71.5996,0,0.000802672,125.306,0
1,0,0,0,0,0,27.167,25.0945,73.7705,-1.$,7.35642,5895.72,0.999956,95.5266,113.34,74.9881,0.0441371,13.9535,146.503,526.452,0.932189,37.3989,4881.78,71.5996,0,0.000802672,125.306,0
2,0,0,0,0,0,26.9785,24.8311,72.4873,0,7.35622,5800.5,0.999912,94.531,112.862,74.0457,0.0441371,13.9535,121.845,526.452,0.937222,37.3991,4879.68,71.7076,0,0.000802625,101.415,0
2,0,0,0,0,0,26.9785,24.8311,72.4873,0,7.35622,5800.5,0.999912,94.531,112.862,74.0457,0.0441371,13.9535,121.845,526.452,0.937222,37.3991,4879.68,71.7076,0,0.000802625,101.415,0
3,0,0,0,0,0,26.8699,24.7138,72.5806,0,7.3559,5812.35,0.999868,94.3142,112.629,73.7253,0.0441371,13.9535,99.9562,526.452,0.933097,37.3992,4877.64,71.5323,0,0.000802622,82.2491,1.77E-17
3,0,0,0,0,0,26.8699,24.7138,72.5806,0,7.3559,5812.35,0.999868,94.3142,112.629,73.7253,0.0441371,13.9535,99.9562,526.452,0.933097,37.3992,4877.64,71.5323,0,0.000802622,82.2491,1.77E-17
4,0,0,0,0,0,26.8267,24.6952,72.7928,0,7.3559,5827.12,0.999824,94.2303,112.579,73.6309,0.0441371,13.9535,82.4261,526.452,0.929899,37.3992,4875.63,71.1445,0,0.000802649,67.6591,0
4,0,0,0,0,0,26.8267,24.6952,72.7928,0,7.3559,5827.12,0.999824,94.2303,112.579,73.6309,0.0441371,13.9535,82.4261,526.452,0.929899,37.3992,4875.63,71.1445,0,0.000802649,67.6591,0
5,0,0,0,0,0,26.8293,24.7225,73.0971,0,7.35617,5850.47,0.99978,94.2006,112.62,73.5905,0.0441371,13.9535,111.221,526.452,0.925959,37.3993,4873.63,70.7209,0,0.00080268,98.3458,0
5,0,0,0,0,0,26.8293,24.7225,73.0971,0,7.35617,5850.47,0.99978,94.2006,112.62,73.5905,0.0441371,13.9535,111.221,526.452,0.925959,37.3993,4873.63,70.7209,0,0.00080268,98.3458,0
