Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.1251,25.0484,73.7705,-1.$,7.35642,5899.06,0.999956,95.3493,113.258,74.6469,0.0441371,13.9535,145.926,526.452,0.929857,37.3989,4880.79,71.5702,0,0.000802677,125.91,0
1,0,0,0,0,0,27.1251,25.0484,73.7705,-1.$,7.35642,5899.06,0.999956,95.3493,113.258,74.6469,0.0441371,13.9535,145.926,526.452,0.929857,37.3989,4880.79,71.5702,0,0.000802677,125.91,0
2,0,0,0,0,0,26.7996,24.6346,72.4873,0,7.35621,5811.12,0.999912,94.1336,112.512,73.7514,0.0441371,13.9535,121.08,526.452,0.931409,37.3991,4877.72,71.6194,0,0.000802639,101.665,0
2,0,0,0,0,0,26.7996,24.6346,72.4873,0,7.35621,5811.12,0.999912,94.1336,112.512,73.7514,0.0441371,13.9535,121.08,526.452,0.931409,37.3991,4877.72,71.6194,0,0.000802639,101.665,0
3,0,0,0,0,0,26.6453,24.4677,72.6089,0,7.35589,5825.93,0.999868,93.8279,112.179,73.3078,0.0441371,13.9535,99.0503,526.452,0.925922,37.3991,4874.73,71.3743,0,0.000802642,82.2545,-1.77E-17
3,0,0,0,0,0,26.6453,24.4677,72.6089,0,7.35589,5825.93,0.999868,93.8279,112.179,73.3078,0.0441371,13.9535,99.0503,526.452,0.925922,37.3991,4874.73,71.3743,0,0.000802642,82.2545,-1.77E-17
4,0,0,0,0,0,26.5943,24.4409,72.9354,0,7.35589,5847.01,0.999824,93.703,112.108,73.1792,0.0441371,13.9535,81.3244,526.452,0.921341,37.3992,4871.8,70.9139,0,0.000802674,67.5259,-1.77E-17
4,0,0,0,0,0,26.5943,24.4409,72.9354,0,7.35589,5847.01,0.999824,93.703,112.108,73.1792,0.0441371,13.9535,81.3244,526.452,0.921341,37.3992,4871.8,70.9139,0,0.000802674,67.5259,-1.77E-17
5,0,0,0,0,0,26.8253,24.7182,73.4179,0,7.3562,5838.78,0.99978,94.5077,112.572,73.9296,0.0441371,13.9535,129.266,526.452,0.930969,37.3992,4868.83,70.6068,0,0.000802676,114.463,0
5,0,0,0,0,0,26.8253,24.7182,73.4179,0,7.3562,5838.78,0.99978,94.5077,112.572,73.9296,0.0441371,13.9535,129.266,526.452,0.930969,37.3992,4868.83,70.6068,0,0.000802676,114.463,0
6,0,0,0,0,0,26.9022,24.77,73.5514,0,7.3561,5837.12,0.999736,94.611,112.687,74.1357,0.0441634,13.9535,144.447,526.578,0.932323,37.3994,4865.7,70.8993,0,0.000802574,123.41,0
6,0,0,0,0,0,26.9022,24.77,73.5514,0,7.3561,5837.12,0.999736,94.611,112.687,74.1357,0.0441634,13.9535,144.447,526.578,0.932323,37.3994,4865.7,70.8993,0,0.000802574,123.41,0
7,0,0,0,0,0,26.9059,24.7426,73.4941,0,7.35574,5822.15,0.999692,94.5965,112.653,74.1736,0.0441634,13.9535,114.908,526.578,0.9346,37.3996,4862.63,71.0049,0,0.000802509,95.9034,0
7,0,0,0,0,0,26.9059,24.7426,73.4941,0,7.35574,5822.15,0.999692,94.5965,112.653,74.1736,0.0441634,13.9535,114.908,526.578,0.9346,37.3996,4862.63,71.0049,0,0.000802509,95.9034,0
8,0,0,0,0,0,26.8317,24.6924,73.4098,0,7.35565,5806.39,0.999648,94.5369,112.566,74.1469,0.0441634,13.9535,92.0989,526.578,0.936544,37.3996,4859.64,70.7945,0,0.000802503,76.3089,-1.77E-17
8,0,0,0,0,0,26.8317,24.6924,73.4098,0,7.35565,5806.39,0.999648,94.5369,112.566,74.1469,0.0441634,13.9535,92.0989,526.578,0.936544,37.3996,4859.64,70.7945,0,0.000802503,76.3089,-1.77E-17
9,0,0,0,0,0,26.7095,24.5842,73.3182,0,7.35582,5786.39,0.999604,94.4114,112.375,74.0562,0.0441634,13.9535,80.7292,526.578,0.938525,37.3996,4856.72,70.3452,0,0.000802541,69.5367,0
9,0,0,0,0,0,26.7095,24.5842,73.3182,0,7.35582,5786.39,0.999604,94.4114,112.375,74.0562,0.0441634,13.9535,80.7292,526.578,0.938525,37.3996,4856.72,70.3452,0,0.000802541,69.5367,0
10,0,0,0,0,0,26.68,24.5452,73.3621,0,7.35592,5781.12,0.99956,94.3448,112.299,74.0216,0.0442193,13.9535,144.938,526.674,0.938713,37.3997,4853.67,70.3693,0,0.000802504,125.8,0
10,0,0,0,0,0,26.68,24.5452,73.3621,0,7.35592,5781.12,0.99956,94.3448,112.299,74.0216,0.0442193,13.9535,144.938,526.674,0.938713,37.3997,4853.67,70.3693,0,0.000802504,125.8,0
11,0,0,0,0,0,26.7049,24.5112,73.4504,0,7.35555,5780.35,0.999516,94.2836,112.232,73.9867,0.0442193,13.9535,129.864,526.674,0.938229,37.3998,4850.56,70.6088,0,0.000802429,109.067,0
11,0,0,0,0,0,26.7049,24.5112,73.4504,0,7.35555,5780.35,0.999516,94.2836,112.232,73.9867,0.0442193,13.9535,129.864,526.674,0.938229,37.3998,4850.56,70.6088,0,0.000802429,109.067,0
12,0,0,0,0,0,26.6462,24.4805,73.5402,0,7.35537,5781.82,0.999472,94.2346,112.172,73.9546,0.0442193,13.9535,103.646,526.674,0.937512,37.3999,4847.54,70.5345,0,0.000802414,85.8754,0
12,0,0,0,0,0,26.6462,24.4805,73.5402,0,7.35537,5781.82,0.999472,94.2346,112.172,73.9546,0.0442193,13.9535,103.646,526.674,0.937512,37.3999,4847.54,70.5345,0,0.000802414,85.8754,0
13,0,0,0,0,0,26.5931,24.4494,73.5848,0,7.35549,5779.81,0.999428,94.1881,112.113,73.9248,0.0442193,13.9535,83.3013,526.674,0.937385,37.3998,4844.6,70.1821,0,0.00080245,68.8371,0
13,0,0,0,0,0,26.5931,24.4494,73.5848,0,7.35549,5779.81,0.999428,94.1881,112.113,73.9248,0.0442193,13.9535,83.3013,526.674,0.937385,37.3998,4844.6,70.1821,0,0.00080245,68.8371,0
14,0,0,0,0,0,26.5323,24.3963,73.6698,0,7.3557,5776.95,0.999384,94.1147,112.017,73.8786,0.0442432,13.9535,120.474,526.725,0.937149,37.3998,4841.66,69.8059,0,0.000802501,106.61,0
14,0,0,0,0,0,26.5323,24.3963,73.6698,0,7.3557,5776.95,0.999384,94.1147,112.017,73.8786,0.0442432,13.9535,120.474,526.725,0.937149,37.3998,4841.66,69.8059,0,0.000802501,106.61,0
