Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.179,25.1077,73.7705,-1.$,7.35643,5894.76,0.999956,95.5773,113.363,75.086,0.0441371,13.9535,146.668,526.452,0.932856,37.3989,4882.06,71.608,0,0.000802671,125.133,0
1,0,0,0,0,0,27.179,25.1077,73.7705,-1.$,7.35643,5894.76,0.999956,95.5773,113.363,75.086,0.0441371,13.9535,146.668,526.452,0.932856,37.3989,4882.06,71.608,0,0.000802671,125.133,0
2,0,0,0,0,0,27.0295,24.8872,72.4873,0,7.35622,5797.46,0.999912,94.645,112.962,74.1301,0.0441371,13.9535,122.064,526.452,0.938893,37.3991,4880.24,71.733,0,0.000802621,101.343,0
2,0,0,0,0,0,27.0295,24.8872,72.4873,0,7.35622,5797.46,0.999912,94.645,112.962,74.1301,0.0441371,13.9535,122.064,526.452,0.938893,37.3991,4880.24,71.733,0,0.000802621,101.343,0
3,0,0,0,0,0,26.9339,24.7841,72.5725,0,7.3559,5808.46,0.999868,94.4539,112.758,73.8452,0.0441371,13.9535,100.215,526.452,0.935163,37.3992,4878.47,71.5777,0,0.000802616,82.2465,1.77E-17
3,0,0,0,0,0,26.9339,24.7841,72.5725,0,7.3559,5808.46,0.999868,94.4539,112.758,73.8452,0.0441371,13.9535,100.215,526.452,0.935163,37.3992,4878.47,71.5777,0,0.000802616,82.2465,1.77E-17
4,0,0,0,0,0,26.893,24.7679,72.7523,0,7.3559,5821.4,0.999824,94.3817,112.715,73.7609,0.0441371,13.9535,82.7038,526.452,0.932369,37.3993,4876.73,71.2109,0,0.000802642,67.6952,0
4,0,0,0,0,0,26.893,24.7679,72.7523,0,7.3559,5821.4,0.999824,94.3817,112.715,73.7609,0.0441371,13.9535,82.7038,526.452,0.932369,37.3993,4876.73,71.2109,0,0.000802642,67.6952,0
5,0,0,0,0,0,26.8951,24.7946,73.0051,0,7.35618,5841.81,0.99978,94.3631,112.755,73.7281,0.0441371,13.9535,111.269,526.452,0.928989,37.3993,4875,70.8071,0,0.000802673,98.1679,0
5,0,0,0,0,0,26.8951,24.7946,73.0051,0,7.35618,5841.81,0.99978,94.3631,112.755,73.7281,0.0441371,13.9535,111.269,526.452,0.928989,37.3993,4875,70.8071,0,0.000802673,98.1679,0
