Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.173,25.1011,73.7705,-1.$,7.35643,5895.24,0.999956,95.5519,113.351,75.037,0.0441371,13.9535,146.585,526.452,0.932522,37.3989,4881.92,71.6038,0,0.000802672,125.22,0
1,0,0,0,0,0,27.173,25.1011,73.7705,-1.$,7.35643,5895.24,0.999956,95.5519,113.351,75.037,0.0441371,13.9535,146.585,526.452,0.932522,37.3989,4881.92,71.6038,0,0.000802672,125.22,0
2,0,0,0,0,0,27.004,24.8592,72.4873,0,7.35622,5798.98,0.999912,94.588,112.912,74.0879,0.0441371,13.9535,121.955,526.452,0.938057,37.3991,4879.96,71.7203,0,0.000802623,101.379,0
2,0,0,0,0,0,27.004,24.8592,72.4873,0,7.35622,5798.98,0.999912,94.588,112.912,74.0879,0.0441371,13.9535,121.955,526.452,0.938057,37.3991,4879.96,71.7203,0,0.000802623,101.379,0
3,0,0,0,0,0,26.9019,24.749,72.5765,0,7.3559,5810.41,0.999868,94.384,112.693,73.7852,0.0441371,13.9535,100.086,526.452,0.934129,37.3992,4878.05,71.555,0,0.000802619,82.2479,-1.77E-17
3,0,0,0,0,0,26.9019,24.749,72.5765,0,7.3559,5810.41,0.999868,94.384,112.693,73.7852,0.0441371,13.9535,100.086,526.452,0.934129,37.3992,4878.05,71.555,0,0.000802619,82.2479,-1.77E-17
4,0,0,0,0,0,26.8599,24.7316,72.7726,0,7.3559,5824.26,0.999824,94.306,112.647,73.6959,0.0441371,13.9535,82.5649,526.452,0.931133,37.3992,4876.18,71.1777,0,0.000802646,67.6772,0
4,0,0,0,0,0,26.8599,24.7316,72.7726,0,7.3559,5824.26,0.999824,94.306,112.647,73.6959,0.0441371,13.9535,82.5649,526.452,0.931133,37.3992,4876.18,71.1777,0,0.000802646,67.6772,0
5,0,0,0,0,0,26.8622,24.7586,73.0511,0,7.35617,5846.15,0.99978,94.2819,112.688,73.6593,0.0441371,13.9535,111.245,526.452,0.927472,37.3993,4874.32,70.764,0,0.000802676,98.2568,1.77E-17
5,0,0,0,0,0,26.8622,24.7586,73.0511,0,7.35617,5846.15,0.99978,94.2819,112.688,73.6593,0.0441371,13.9535,111.245,526.452,0.927472,37.3993,4874.32,70.764,0,0.000802676,98.2568,1.77E-17
6,0,0,0,0,0,26.9167,24.7859,73.1362,0,7.35609,5854.16,0.999736,94.304,112.735,73.6735,0.0441631,13.9535,147.639,526.579,0.926467,37.3995,4872.35,70.9098,0,0.000802608,126.313,0
6,0,0,0,0,0,26.9167,24.7859,73.1362,0,7.35609,5854.16,0.999736,94.304,112.735,73.6735,0.0441631,13.9535,147.639,526.579,0.926467,37.3995,4872.35,70.9098,0,0.000802608,126.313,0
