Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.1191,25.0419,73.7705,-1.$,7.35642,5899.54,0.999956,95.324,113.247,74.5983,0.0441371,13.9535,145.844,526.452,0.929525,37.3989,4880.64,71.5661,0,0.000802678,125.996,0
1,0,0,0,0,0,27.1191,25.0419,73.7705,-1.$,7.35642,5899.54,0.999956,95.324,113.247,74.5983,0.0441371,13.9535,145.844,526.452,0.929525,37.3989,4880.64,71.5661,0,0.000802678,125.996,0
2,0,0,0,0,0,26.7739,24.6065,72.4873,0,7.35621,5812.63,0.999912,94.0771,112.462,73.7095,0.0441371,13.9535,120.971,526.452,0.930583,37.3991,4877.44,71.6068,0,0.000802641,101.7,0
2,0,0,0,0,0,26.7739,24.6065,72.4873,0,7.35621,5812.63,0.999912,94.0771,112.462,73.7095,0.0441371,13.9535,120.971,526.452,0.930583,37.3991,4877.44,71.6068,0,0.000802641,101.7,0
3,0,0,0,0,0,26.6132,24.4326,72.6129,0,7.35589,5827.86,0.999868,93.7588,112.115,73.2484,0.0441371,13.9535,98.921,526.452,0.924904,37.3991,4874.31,71.3519,0,0.000802645,82.2548,-1.77E-17
3,0,0,0,0,0,26.6132,24.4326,72.6129,0,7.35589,5827.86,0.999868,93.7588,112.115,73.2484,0.0441371,13.9535,98.921,526.452,0.924904,37.3991,4874.31,71.3519,0,0.000802645,82.2548,-1.77E-17
4,0,0,0,0,0,26.5611,24.4046,72.9558,0,7.35588,5849.83,0.999824,93.628,112.041,73.1151,0.0441371,13.9535,81.1866,526.452,0.920129,37.3991,4871.25,70.8811,0,0.000802677,67.5063,-1.77E-17
4,0,0,0,0,0,26.5611,24.4046,72.9558,0,7.35588,5849.83,0.999824,93.628,112.041,73.1151,0.0441371,13.9535,81.1866,526.452,0.920129,37.3991,4871.25,70.8811,0,0.000802677,67.5063,-1.77E-17
5,0,0,0,0,0,26.7924,24.6821,73.4643,0,7.3562,5844.53,0.99978,94.4339,112.504,73.8609,0.0441371,13.9535,129.241,526.452,0.9293,37.3992,4868.15,70.5651,0,0.00080268,114.554,0
5,0,0,0,0,0,26.7924,24.6821,73.4643,0,7.3562,5844.53,0.99978,94.4339,112.504,73.8609,0.0441371,13.9535,129.241,526.452,0.9293,37.3992,4868.15,70.5651,0,0.00080268,114.554,0
