Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.1131,25.0353,73.7705,-1.$,7.35642,5900.02,0.999956,95.2988,113.235,74.5497,0.0441371,13.9535,145.762,526.452,0.929193,37.3989,4880.5,71.5619,0,0.000802679,126.082,3.53E-17
1,0,0,0,0,0,27.1131,25.0353,73.7705,-1.$,7.35642,5900.02,0.999956,95.2988,113.235,74.5497,0.0441371,13.9535,145.762,526.452,0.929193,37.3989,4880.5,71.5619,0,0.000802679,126.082,3.53E-17
2,0,0,0,0,0,26.7483,24.5785,72.4873,0,7.35621,5814.14,0.999912,94.0206,112.412,73.6676,0.0441371,13.9535,120.862,526.452,0.929758,37.3991,4877.16,71.5943,0,0.000802643,101.736,0
2,0,0,0,0,0,26.7483,24.5785,72.4873,0,7.35621,5814.14,0.999912,94.0206,112.412,73.6676,0.0441371,13.9535,120.862,526.452,0.929758,37.3991,4877.16,71.5943,0,0.000802643,101.736,0
3,0,0,0,0,0,26.581,24.3974,72.617,0,7.35589,5829.79,0.999868,93.6897,112.052,73.1891,0.0441371,13.9535,98.7917,526.452,0.923888,37.3991,4873.9,71.3295,0,0.000802648,82.255,0
3,0,0,0,0,0,26.581,24.3974,72.617,0,7.35589,5829.79,0.999868,93.6897,112.052,73.1891,0.0441371,13.9535,98.7917,526.452,0.923888,37.3991,4873.9,71.3295,0,0.000802648,82.255,0
4,0,0,0,0,0,26.5278,24.3683,72.9763,0,7.35588,5852.65,0.999824,93.553,111.974,73.0511,0.0441371,13.9535,81.0487,526.452,0.91892,37.3991,4870.71,70.8483,0,0.000802681,67.4864,0
4,0,0,0,0,0,26.5278,24.3683,72.9763,0,7.35588,5852.65,0.999824,93.553,111.974,73.0511,0.0441371,13.9535,81.0487,526.452,0.91892,37.3991,4870.71,70.8483,0,0.000802681,67.4864,0
5,0,0,0,0,0,26.7594,24.6461,73.5109,0,7.35619,5850.28,0.99978,94.36,112.437,73.7921,0.0441371,13.9535,129.215,526.452,0.927635,37.3992,4867.47,70.5234,0,0.000802683,114.644,0
5,0,0,0,0,0,26.7594,24.6461,73.5109,0,7.35619,5850.28,0.99978,94.36,112.437,73.7921,0.0441371,13.9535,129.215,526.452,0.927635,37.3992,4867.47,70.5234,0,0.000802683,114.644,0
6,0,0,0,0,0,26.8412,24.7031,73.6572,0,7.3561,5849.15,0.999736,94.4702,112.561,74.0102,0.0441634,13.9535,144.247,526.578,0.928978,37.3994,4864.06,70.7994,0,0.00080258,123.452,0
6,0,0,0,0,0,26.8412,24.7031,73.6572,0,7.3561,5849.15,0.999736,94.4702,112.561,74.0102,0.0441634,13.9535,144.247,526.578,0.928978,37.3994,4864.06,70.7994,0,0.00080258,123.452,0
7,0,0,0,0,0,26.8471,24.6781,73.6068,0,7.35574,5834.61,0.999692,94.4597,112.531,74.053,0.0441634,13.9535,114.684,526.578,0.931216,37.3995,4860.72,70.8889,0,0.000802514,95.9165,0
7,0,0,0,0,0,26.8471,24.6781,73.6068,0,7.35574,5834.61,0.999692,94.4597,112.531,74.053,0.0441634,13.9535,114.684,526.578,0.931216,37.3995,4860.72,70.8889,0,0.000802514,95.9165,0
8,0,0,0,0,0,26.7739,24.6291,73.5232,0,7.35564,5818.88,0.999648,94.4029,112.447,74.029,0.0441634,13.9535,91.8351,526.578,0.933176,37.3995,4857.46,70.6627,0,0.000802508,76.2758,0
8,0,0,0,0,0,26.7739,24.6291,73.5232,0,7.35564,5818.88,0.999648,94.4029,112.447,74.029,0.0441634,13.9535,91.8351,526.578,0.933176,37.3995,4857.46,70.6627,0,0.000802508,76.2758,0
9,0,0,0,0,0,26.6497,24.5188,73.4289,0,7.35582,5796.11,0.999604,94.2602,112.253,73.9302,0.0441634,13.9535,80.6043,526.578,0.935418,37.3995,4854.28,70.1973,0,0.000802545,69.6376,0
9,0,0,0,0,0,26.6497,24.5188,73.4289,0,7.35582,5796.11,0.999604,94.2602,112.253,73.9302,0.0441634,13.9535,80.6043,526.578,0.935418,37.3995,4854.28,70.1973,0,0.000802545,69.6376,0
10,0,0,0,0,0,26.6195,24.479,73.4717,0,7.35591,5792.66,0.99956,94.2,112.175,73.8909,0.0442207,13.9535,144.847,526.667,0.935378,37.3996,4850.95,70.2082,0,0.000802507,125.924,0
10,0,0,0,0,0,26.6195,24.479,73.4717,0,7.35591,5792.66,0.99956,94.2,112.175,73.8909,0.0442207,13.9535,144.847,526.667,0.935378,37.3996,4850.95,70.2082,0,0.000802507,125.924,0
11,0,0,0,0,0,26.6471,24.448,73.5614,0,7.35553,5793.24,0.999516,94.1508,112.113,73.8636,0.0442207,13.9535,129.661,526.667,0.934804,37.3997,4847.57,70.4351,0,0.000802432,109.093,0
11,0,0,0,0,0,26.6471,24.448,73.5614,0,7.35553,5793.24,0.999516,94.1508,112.113,73.8636,0.0442207,13.9535,129.661,526.667,0.934804,37.3997,4847.57,70.4351,0,0.000802432,109.093,0
12,0,0,0,0,0,26.5909,24.4201,73.653,0,7.35535,5794.22,0.999472,94.1064,112.059,73.8416,0.0442207,13.9535,103.426,526.667,0.93422,37.3998,4844.27,70.349,0,0.000802416,85.8768,1.77E-17
12,0,0,0,0,0,26.5909,24.4201,73.653,0,7.35535,5794.22,0.999472,94.1064,112.059,73.8416,0.0442207,13.9535,103.426,526.667,0.93422,37.3998,4844.27,70.349,0,0.000802416,85.8768,1.77E-17
13,0,0,0,0,0,26.5373,24.3885,73.6969,0,7.35547,5791.74,0.999428,94.0599,111.999,73.814,0.0442207,13.9535,83.0715,526.667,0.93417,37.3997,4841.07,69.9854,0,0.000802453,68.821,1.77E-17
13,0,0,0,0,0,26.5373,24.3885,73.6969,0,7.35547,5791.74,0.999428,94.0599,111.999,73.814,0.0442207,13.9535,83.0715,526.667,0.93417,37.3997,4841.07,69.9854,0,0.000802453,68.821,1.77E-17
14,0,0,0,0,0,26.4729,24.3315,73.7789,0,7.35568,5787.92,0.999384,93.9818,111.896,73.7657,0.0442457,13.9535,120.441,526.702,0.934046,37.3996,4837.86,69.5993,0,0.000802503,106.775,0
14,0,0,0,0,0,26.4729,24.3315,73.7789,0,7.35568,5787.92,0.999384,93.9818,111.896,73.7657,0.0442457,13.9535,120.441,526.702,0.934046,37.3996,4837.86,69.5993,0,0.000802503,106.775,0
15,0,0,0,0,0,26.5175,24.3163,73.8605,0,7.35536,5789.78,0.99934,93.9568,111.865,73.7558,0.0442457,13.9535,144.972,526.702,0.933522,37.3997,4834.48,69.8203,0,0.000802454,123.896,-3.54E-17
15,0,0,0,0,0,26.5175,24.3163,73.8605,0,7.35536,5789.78,0.99934,93.9568,111.865,73.7558,0.0442457,13.9535,144.972,526.702,0.933522,37.3997,4834.48,69.8203,0,0.000802454,123.896,-3.54E-17
16,0,0,0,0,0,26.4932,24.304,73.9452,0,7.35511,5792.07,0.999296,93.9363,111.84,73.7513,0.0442457,13.9535,116.812,526.702,0.932978,37.3997,4831.15,69.9143,0,0.000802435,97.2923,0
16,0,0,0,0,0,26.4932,24.304,73.9452,0,7.35511,5792.07,0.999296,93.9363,111.84,73.7513,0.0442457,13.9535,116.812,526.702,0.932978,37.3997,4831.15,69.9143,0,0.000802435,97.2923,0
17,0,0,0,0,0,26.4509,24.2864,73.981,0,7.35519,5790.67,0.999252,93.9112,111.807,73.74,0.0442457,13.9535,93.6008,526.702,0.932982,37.3996,4827.9,69.6953,0,0.000802479,77.335,0
17,0,0,0,0,0,26.4509,24.2864,73.981,0,7.35519,5790.67,0.999252,93.9112,111.807,73.74,0.0442457,13.9535,93.6008,526.702,0.932982,37.3996,4827.9,69.6953,0,0.000802479,77.335,0
18,0,0,0,0,0,26.4096,24.2656,74.0097,0,7.35541,5785.17,0.999208,93.8594,111.735,73.7099,0.0442439,13.9535,75.7569,526.689,0.933403,37.3995,4824.73,69.2331,0,0.000802577,62.9204,0
18,0,0,0,0,0,26.4096,24.2656,74.0097,0,7.35541,5785.17,0.999208,93.8594,111.735,73.7099,0.0442439,13.9535,75.7569,526.689,0.933403,37.3995,4824.73,69.2331,0,0.000802577,62.9204,0
19,0,0,0,0,0,26.4195,24.2338,74.0648,0,7.3553,5785.76,0.999164,93.8409,111.711,73.7037,0.0442439,13.9535,142.313,526.689,0.933154,37.3994,4821.44,69.1549,0,0.000802626,123.518,0
19,0,0,0,0,0,26.4195,24.2338,74.0648,0,7.3553,5785.76,0.999164,93.8409,111.711,73.7037,0.0442439,13.9535,142.313,526.689,0.933154,37.3994,4821.44,69.1549,0,0.000802626,123.518,0
20,0,0,0,0,0,26.4298,24.2244,74.1363,0,7.35496,5787.59,0.99912,93.8251,111.692,73.7022,0.0442439,13.9535,132.371,526.689,0.932731,37.3994,4818.07,69.3959,0,0.000802627,111.017,0
20,0,0,0,0,0,26.4298,24.2244,74.1363,0,7.35496,5787.59,0.99912,93.8251,111.692,73.7022,0.0442439,13.9535,132.371,526.689,0.932731,37.3994,4818.07,69.3959,0,0.000802627,111.017,0
21,0,0,0,0,0,26.3881,24.2098,74.1723,0,7.35498,5786.64,0.999076,93.8039,111.665,73.6944,0.0442439,13.9535,105.6,526.689,0.932702,37.3993,4814.78,69.3459,0,0.000802691,87.3323,1.77E-17
21,0,0,0,0,0,26.3881,24.2098,74.1723,0,7.35498,5786.64,0.999076,93.8039,111.665,73.6944,0.0442439,13.9535,105.6,526.689,0.932702,37.3993,4814.78,69.3459,0,0.000802691,87.3323,1.77E-17
22,0,0,0,0,0,26.3457,24.1892,74.1693,0,7.3552,5782.73,0.999032,93.7766,111.627,73.6776,0.0442439,13.9535,84.8672,526.689,0.933085,37.3991,4811.58,69.0162,0,0.000802818,69.971,1.77E-17
22,0,0,0,0,0,26.3457,24.1892,74.1693,0,7.3552,5782.73,0.999032,93.7766,111.627,73.6776,0.0442439,13.9535,84.8672,526.689,0.933085,37.3991,4811.58,69.0162,0,0.000802818,69.971,1.77E-17
23,0,0,0,0,0,26.3263,24.1529,74.2217,0,7.3553,5779.55,0.998988,93.7281,111.562,73.6518,0.0442432,13.9535,110.837,526.63,0.933167,37.3989,4808.4,68.5934,0,0.000802983,98.1065,1.77E-17
23,0,0,0,0,0,26.3263,24.1529,74.2217,0,7.3553,5779.55,0.998988,93.7281,111.562,73.6518,0.0442432,13.9535,110.837,526.63,0.933167,37.3989,4808.4,68.5934,0,0.000802983,98.1065,1.77E-17
