Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.143,25.0682,73.7705,-1.$,7.35642,5897.63,0.999956,95.4252,113.293,74.7929,0.0441371,13.9535,146.173,526.452,0.930855,37.3989,4881.21,71.5828,0,0.000802675,125.652,0
1,0,0,0,0,0,27.143,25.0682,73.7705,-1.$,7.35642,5897.63,0.999956,95.4252,113.293,74.7929,0.0441371,13.9535,146.173,526.452,0.930855,37.3989,4881.21,71.5828,0,0.000802675,125.652,0
2,0,0,0,0,0,26.8763,24.7189,72.4873,0,7.35622,5806.58,0.999912,94.3036,112.661,73.8774,0.0441371,13.9535,121.408,526.452,0.933893,37.3991,4878.56,71.6571,0,0.000802633,101.558,0
2,0,0,0,0,0,26.8763,24.7189,72.4873,0,7.35622,5806.58,0.999912,94.3036,112.661,73.8774,0.0441371,13.9535,121.408,526.452,0.933893,37.3991,4878.56,71.6571,0,0.000802633,101.558,0
3,0,0,0,0,0,26.7417,24.5732,72.5967,0,7.3559,5820.12,0.999868,94.0358,112.371,73.4863,0.0441371,13.9535,99.4383,526.452,0.928986,37.3992,4875.97,71.4418,0,0.000802634,82.2529,0
3,0,0,0,0,0,26.7417,24.5732,72.5967,0,7.3559,5820.12,0.999868,94.0358,112.371,73.4863,0.0441371,13.9535,99.4383,526.452,0.928986,37.3992,4875.97,71.4418,0,0.000802634,82.2529,0
4,0,0,0,0,0,26.694,24.5499,72.8742,0,7.35589,5838.52,0.999824,93.9285,112.309,73.3722,0.0441371,13.9535,81.8698,526.452,0.924992,37.3992,4873.44,71.0124,0,0.000802663,67.5846,0
4,0,0,0,0,0,26.694,24.5499,72.8742,0,7.35589,5838.52,0.999824,93.9285,112.309,73.3722,0.0441371,13.9535,81.8698,526.452,0.924992,37.3992,4873.44,71.0124,0,0.000802663,67.5846,0
5,0,0,0,0,0,26.6973,24.5781,73.2821,0,7.35618,5867.57,0.99978,94.3614,112.349,73.3158,0.0441371,13.9535,121.409,526.452,0.924913,37.3992,4870.89,70.6163,0,0.000802684,107.548,0
5,0,0,0,0,0,26.6973,24.5781,73.2821,0,7.35618,5867.57,0.99978,94.3614,112.349,73.3158,0.0441371,13.9535,121.409,526.452,0.924913,37.3992,4870.89,70.6163,0,0.000802684,107.548,0
6,0,0,0,0,0,26.9778,24.853,73.3961,0,7.35609,5836.19,0.999736,94.7698,112.828,74.1449,0.0441633,13.9535,146.621,526.578,0.934107,37.3994,4868.19,70.907,0,0.000802583,125.401,0
