Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,CTSresistance,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1.00,0,0,0,0,0,0.0730166,71.8883,-1.$,7.35596,5522,0.999956,95.9804,113.058,76.5028,0.0426603,17.2414,119.004,416.453,1.00159,37.8188,4084.02,72.537,0,0.000751668,92.728,0
1.00,0,0,0,0,0,0.0730166,71.8883,-1.$,7.35596,5522,0.999956,95.9804,113.058,76.5028,0.0426603,17.2414,119.004,416.453,1.00159,37.8188,4084.02,72.537,0,0.000751668,92.728,0,0,0
2.00,0,0,0,0,0,0.0731832,72.4534,0,7.35569,5562.63,0.999912,95.7883,112.945,76.2833,0.0426603,17.2414,99.5923,416.453,0.992223,37.8189,4083.39,72.4062,0,0.000751632,76.7225,0,0,0
2.00,0,0,0,0,0,0.0731832,72.4534,0,7.35569,5562.63,0.999912,95.7883,112.945,76.2833,0.0426603,17.2414,99.5923,416.453,0.992223,37.8189,4083.39,72.4062,0,0.000751632,76.7225,0,0,0
3.00,0,0,0,0,0,0.0732833,72.466,0,7.35563,5569.3,0.999868,95.6798,112.825,76.205,0.0426603,17.2414,83.7697,416.453,0.989886,37.8188,4082.77,72.08,0,0.000751635,64.2991,0,0,0
3.00,0,0,0,0,0,0.0732833,72.466,0,7.35563,5569.3,0.999868,95.6798,112.825,76.205,0.0426603,17.2414,83.7697,416.453,0.989886,37.8188,4082.77,72.08,0,0.000751635,64.2991,0,0,0
4.00,0,0,0,0,0,0.0733622,72.5445,0,7.35579,5580.61,0.999824,95.6531,112.815,76.1783,0.0426865,17.2414,128.8,416.5,0.987637,37.8188,4082.14,71.848,0,0.000751618,106.382,0,0,0
4.00,0,0,0,0,0,0.0733622,72.5445,0,7.35579,5580.61,0.999824,95.6531,112.815,76.1783,0.0426865,17.2414,128.8,416.5,0.987637,37.8188,4082.14,71.848,0,0.000751618,106.382,0,0,0
5.00,0,0,0,0,0,0.0733863,72.6061,0,7.35554,5587.19,0.99978,95.674,112.854,76.1876,0.0426865,17.2414,147.219,416.5,0.98672,37.819,4081.48,72.0933,0,0.000751501,118.197,0,0,0
5.00,0,0,0,0,0,0.0733863,72.6061,0,7.35554,5587.19,0.99978,95.674,112.854,76.1876,0.0426865,17.2414,147.219,416.5,0.98672,37.819,4081.48,72.0933,0,0.000751501,118.197,0,0,0
6.00,0,0,0,0,0,0.073393,72.6459,0,7.35544,5592.19,0.999736,95.6993,112.894,76.2011,0.0426865,17.2414,124.496,416.5,0.986131,37.819,4080.83,72.2583,0,0.000751397,97.2853,0,0,0
6.00,0,0,0,0,0,0.073393,72.6459,0,7.35544,5592.19,0.999736,95.6993,112.894,76.2011,0.0426865,17.2414,124.496,416.5,0.986131,37.819,4080.83,72.2583,0,0.000751397,97.2853,0,0,0
7.00,0,0,0,0,0,0.0733798,72.6338,0,7.35558,5593.9,0.999692,95.7246,112.923,76.2202,0.0426865,17.2414,104.167,416.5,0.986122,37.819,4080.19,72.1902,0,0.000751337,80.354,0,0,0
7.00,0,0,0,0,0,0.0733798,72.6338,0,7.35558,5593.9,0.999692,95.7246,112.923,76.2202,0.0426865,17.2414,104.167,416.5,0.986122,37.819,4080.19,72.1902,0,0.000751337,80.354,0,0,0
8.00,0,0,0,0,0,0.0733629,72.6053,0,7.35563,5593.99,0.999648,95.7494,112.947,76.2414,0.0427176,17.2414,87.5777,416.561,0.986389,37.819,4079.57,71.9318,0,0.000751316,67.2184,-2.24683e-17,0,0
8.00,0,0,0,0,0,0.0733629,72.6053,0,7.35563,5593.99,0.999648,95.7494,112.947,76.2414,0.0427176,17.2414,87.5777,416.561,0.986389,37.819,4079.57,71.9318,0,0.000751316,67.2184,-2.24683e-17,0,0
9.00,0,0,0,0,0,0.0733467,72.5917,0,7.35531,5594.56,0.999604,95.7857,112.987,76.2692,0.0427176,17.2414,111.702,416.561,0.986709,37.8189,4078.95,71.6246,0,0.000751315,92.52,-2.24705e-17,0,0
9.00,0,0,0,0,0,0.0733467,72.5917,0,7.35531,5594.56,0.999604,95.7857,112.987,76.2692,0.0427176,17.2414,111.702,416.561,0.986709,37.8189,4078.95,71.6246,0,0.000751315,92.52,-2.24705e-17,0,0
10.00,0,0,0,0,0,0.0733325,72.5643,0,7.35534,5592.99,0.99956,95.7924,112.989,76.2763,0.0427176,17.2414,147.824,416.561,0.987069,37.819,4078.29,71.8322,0,0.000751207,119.505,0,0,0
10.00,0,0,0,0,0,0.0733325,72.5643,0,7.35534,5592.99,0.99956,95.7924,112.989,76.2763,0.0427176,17.2414,147.824,416.561,0.987069,37.819,4078.29,71.8322,0,0.000751207,119.505,0,0,0
11.00,0,0,0,0,0,0.0733235,72.5314,0,7.35544,5590.62,0.999516,95.794,112.984,76.2812,0.0427343,17.2414,130.483,416.637,0.987515,37.8191,4077.64,72.0739,0,0.000751086,102.465,0,0,0
