Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,CTSresistance,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1.00,0,0,0,0,0,0.0662017,72.2151,-1.$,7.41041,5831.41,0.999956,95.4678,115.143,73.5502,0.038982,12.8755,91.3378,551.952,0.941939,37.3513,5957.06,73.2942,0,0.000807435,76.0218,-1.44445e-17
1.00,0,0,0,0,0,0.0662017,72.2151,-1.$,7.41041,5831.41,0.999956,95.4678,115.143,73.5502,0.038982,12.8755,91.3378,551.952,0.941939,37.3513,5957.06,73.2942,0,0.000807435,76.0218,-1.44445e-17,0,0
2.00,0,0,0,0,0,0.0666228,71.9929,0,7.41046,5833.37,0.999912,94.9256,114.59,73.1879,0.038982,12.8755,74.2364,551.952,0.936044,37.3514,5955.25,72.8552,0,0.00080748,61.6771,0,0,0
2.00,0,0,0,0,0,0.0666228,71.9929,0,7.41046,5833.37,0.999912,94.9256,114.59,73.1879,0.038982,12.8755,74.2364,551.952,0.936044,37.3514,5955.25,72.8552,0,0.00080748,61.6771,0,0,0
3.00,0,0,0,0,0,0.0670762,72.2473,0,7.41024,5854.92,0.999868,94.5733,114.221,72.7014,0.038982,12.8755,136.598,551.952,0.928997,37.3514,5953.41,72.6409,0,0.000807497,121.909,0,0,0
3.00,0,0,0,0,0,0.0670762,72.2473,0,7.41024,5854.92,0.999868,94.5733,114.221,72.7014,0.038982,12.8755,136.598,551.952,0.928997,37.3514,5953.41,72.6409,0,0.000807497,121.909,0,0,0
4.00,0,0,0,0,0,0.0672307,72.446,0,7.41039,5866.57,0.999824,94.5221,114.201,72.664,0.038982,12.8755,146.458,551.952,0.926643,37.3516,5951.49,72.883,0,0.000807452,126.263,-2.88919e-17,0,0
4.00,0,0,0,0,0,0.0672307,72.446,0,7.41039,5866.57,0.999824,94.5221,114.201,72.664,0.038982,12.8755,146.458,551.952,0.926643,37.3516,5951.49,72.883,0,0.000807452,126.263,-2.88919e-17,0,0
5.00,0,0,0,0,0,0.0673547,72.5692,0,7.41065,5873.62,0.99978,94.4924,114.191,72.6409,0.038982,12.8755,118.317,551.952,0.925248,37.3517,5949.6,72.9569,0,0.000807422,99.1829,0,0,0
5.00,0,0,0,0,0,0.0673547,72.5692,0,7.41065,5873.62,0.99978,94.4924,114.191,72.6409,0.038982,12.8755,118.317,551.952,0.925248,37.3517,5949.6,72.9569,0,0.000807422,99.1829,0,0,0
6.00,0,0,0,0,0,0.0674616,72.6589,0,7.41081,5878.96,0.999736,94.4811,114.195,72.633,0.0389617,12.8755,95.7521,551.59,0.924312,37.3518,5947.75,72.7615,0,0.000807421,79.3591,1.44469e-17,0,0
