Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.2148,25.1472,73.7705,-1.$,7.35643,5891.89,0.999956,95.7299,113.433,75.3803,0.0441371,13.9535,147.164,526.452,0.934864,37.3989,4882.92,71.6333,0,0.000802667,124.611,0
1,0,0,0,0,0,27.2148,25.1472,73.7705,-1.$,7.35643,5891.89,0.999956,95.7299,113.433,75.3803,0.0441371,13.9535,147.164,526.452,0.934864,37.3989,4882.92,71.6333,0,0.000802667,124.611,0
2,0,0,0,0,0,27.1822,25.0553,72.4873,0,7.35623,5788.29,0.999912,94.9883,113.264,74.384,0.0441371,13.9535,122.724,526.452,0.943936,37.3991,4881.94,71.8093,0,0.00080261,101.124,0
2,0,0,0,0,0,27.1822,25.0553,72.4873,0,7.35623,5788.29,0.999912,94.9883,113.264,74.384,0.0441371,13.9535,122.724,526.452,0.943936,37.3991,4881.94,71.8093,0,0.00080261,101.124,0
3,0,0,0,0,0,27.1256,24.9949,72.5483,0,7.35591,5796.73,0.999868,94.8751,113.147,74.2067,0.0441371,13.9535,100.993,526.452,0.941409,37.3992,4880.99,71.7147,0,0.000802599,82.2358,-1.77E-17
3,0,0,0,0,0,27.1256,24.9949,72.5483,0,7.35591,5796.73,0.999868,94.8751,113.147,74.2067,0.0441371,13.9535,100.993,526.452,0.941409,37.3992,4880.99,71.7147,0,0.000802599,82.2358,-1.77E-17
4,0,0,0,0,0,27.0916,24.986,72.6312,0,7.35591,5804.12,0.999824,94.8378,113.123,74.1531,0.0441371,13.9535,83.5354,526.452,0.939847,37.3993,4880.06,71.4109,0,0.000802621,67.7993,0
4,0,0,0,0,0,27.0916,24.986,72.6312,0,7.35591,5804.12,0.999824,94.8378,113.123,74.1531,0.0441371,13.9535,83.5354,526.452,0.939847,37.3993,4880.06,71.4109,0,0.000802621,67.7993,0
5,0,0,0,0,0,27.0917,25.0104,72.731,0,7.35618,5815.44,0.99978,94.8496,113.163,74.1423,0.0441371,13.9535,111.415,526.452,0.938184,37.3994,4879.13,71.0667,0,0.00080265,97.6334,1.77E-17
5,0,0,0,0,0,27.0917,25.0104,72.731,0,7.35618,5815.44,0.99978,94.8496,113.163,74.1423,0.0441371,13.9535,111.415,526.452,0.938184,37.3994,4879.13,71.0667,0,0.00080265,97.6334,1.77E-17
6,0,0,0,0,0,27.1408,25.0322,72.7729,0,7.35611,5820.34,0.999736,94.8743,113.203,74.1607,0.0441628,13.9535,148.101,526.579,0.937672,37.3996,4878.15,71.2785,0,0.000802583,125.946,-3.53E-17
