Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.2208,25.1538,73.7705,-1.$,7.35643,5891.42,0.999956,95.7554,113.444,75.4295,0.0441371,13.9535,147.247,526.452,0.9352,37.3989,4883.06,71.6375,0,0.000802666,124.523,0
1,0,0,0,0,0,27.2208,25.1538,73.7705,-1.$,7.35643,5891.42,0.999956,95.7554,113.444,75.4295,0.0441371,13.9535,147.247,526.452,0.9352,37.3989,4883.06,71.6375,0,0.000802666,124.523,0
2,0,0,0,0,0,27.2076,25.0833,72.4873,0,7.35623,5786.76,0.999912,95.0457,113.315,74.4265,0.0441371,13.9535,122.834,526.452,0.94478,37.3991,4882.22,71.8221,0,0.000802608,101.087,0
2,0,0,0,0,0,27.2076,25.0833,72.4873,0,7.35623,5786.76,0.999912,95.0457,113.315,74.4265,0.0441371,13.9535,122.834,526.452,0.94478,37.3991,4882.22,71.8221,0,0.000802608,101.087,0
3,0,0,0,0,0,27.1574,25.0301,72.5442,0,7.35591,5794.77,0.999868,94.9456,113.212,74.2672,0.0441371,13.9535,101.123,526.452,0.942457,37.3993,4881.41,71.7376,0,0.000802596,82.2336,0
3,0,0,0,0,0,27.1574,25.0301,72.5442,0,7.35591,5794.77,0.999868,94.9456,113.212,74.2672,0.0441371,13.9535,101.123,526.452,0.942457,37.3993,4881.41,71.7376,0,0.000802596,82.2336,0
4,0,0,0,0,0,27.1246,25.0223,72.6111,0,7.35591,5801.23,0.999824,94.9141,113.192,74.2188,0.0441371,13.9535,83.6738,526.452,0.941103,37.3993,4880.61,71.4444,0,0.000802618,67.816,0
4,0,0,0,0,0,27.1246,25.0223,72.6111,0,7.35591,5801.23,0.999824,94.9141,113.192,74.2188,0.0441371,13.9535,83.6738,526.452,0.941103,37.3993,4880.61,71.4444,0,0.000802618,67.816,0
5,0,0,0,0,0,27.1244,25.0463,72.6855,0,7.35619,5810.99,0.99978,94.9306,113.231,74.2115,0.0441371,13.9535,111.44,526.452,0.939732,37.3994,4879.82,71.1102,0,0.000802647,97.5442,0
5,0,0,0,0,0,27.1244,25.0463,72.6855,0,7.35619,5810.99,0.99978,94.9306,113.231,74.2115,0.0441371,13.9535,111.44,526.452,0.939732,37.3994,4879.82,71.1102,0,0.000802647,97.5442,0
6,0,0,0,0,0,27.1726,25.0673,72.7214,0,7.35611,5815.44,0.999736,94.9554,113.27,74.2302,0.0441628,13.9535,148.167,526.579,0.93929,37.3996,4878.98,71.3314,0,0.00080258,125.893,3.53E-17
6,0,0,0,0,0,27.1726,25.0673,72.7214,0,7.35611,5815.44,0.999736,94.9554,113.27,74.2302,0.0441628,13.9535,148.167,526.579,0.93929,37.3996,4878.98,71.3314,0,0.00080258,125.893,3.53E-17
7,0,0,0,0,0,27.2207,25.0892,72.7603,0,7.35576,5819.76,0.999692,94.9822,113.311,74.2541,0.0441628,13.9535,129.146,526.579,0.938888,37.3998,4878.14,71.5796,0,0.000802507,106.62,0
7,0,0,0,0,0,27.2207,25.0892,72.7603,0,7.35576,5819.76,0.999692,94.9822,113.311,74.2541,0.0441628,13.9535,129.146,526.579,0.938888,37.3998,4878.14,71.5796,0,0.000802507,106.62,0
8,0,0,0,0,0,27.2067,25.1045,72.7633,0,7.35571,5821.77,0.999648,95.0059,113.341,74.2716,0.0441628,13.9535,106.218,526.579,0.938828,37.3999,4877.32,71.575,0,0.000802479,86.5264,1.77E-17
8,0,0,0,0,0,27.2067,25.1045,72.7633,0,7.35571,5821.77,0.999648,95.0059,113.341,74.2716,0.0441628,13.9535,106.218,526.579,0.938828,37.3999,4877.32,71.575,0,0.000802479,86.5264,1.77E-17
9,0,0,0,0,0,27.1895,25.1107,72.7149,0,7.3559,5820.37,0.999604,95.0259,113.355,74.2796,0.0441628,13.9535,87.8461,526.579,0.939275,37.4,4876.52,71.3557,0,0.000802486,71.2013,0
9,0,0,0,0,0,27.1895,25.1107,72.7149,0,7.3559,5820.37,0.999604,95.0259,113.355,74.2796,0.0441628,13.9535,87.8461,526.579,0.939275,37.4,4876.52,71.3557,0,0.000802486,71.2013,0
10,0,0,0,0,0,27.2068,25.1232,72.6591,0,7.35603,5817.84,0.99956,95.0572,113.378,74.3047,0.0442061,13.9535,89.957,526.708,0.940034,37.4,4875.73,70.9938,0,0.000802522,77.703,0
10,0,0,0,0,0,27.2068,25.1232,72.6591,0,7.35603,5817.84,0.99956,95.0572,113.378,74.3047,0.0442061,13.9535,89.957,526.708,0.940034,37.4,4875.73,70.9938,0,0.000802522,77.703,0
11,0,0,0,0,0,27.2669,25.1295,72.6778,0,7.3556,5818.61,0.999516,95.065,113.39,74.3184,0.0442061,13.9535,146.393,526.708,0.940003,37.4002,4874.9,71.1235,0,0.00080248,125.316,-3.53E-17
11,0,0,0,0,0,27.2669,25.1295,72.6778,0,7.3556,5818.61,0.999516,95.065,113.39,74.3184,0.0442061,13.9535,146.393,526.708,0.940003,37.4002,4874.9,71.1235,0,0.00080248,125.316,-3.53E-17
12,0,0,0,0,0,27.2375,25.1299,72.6844,0,7.35546,5818.51,0.999472,95.0655,113.392,74.3229,0.0442061,13.9535,135.941,526.708,0.940035,37.4004,4874.06,71.4327,0,0.000802405,112.813,0
12,0,0,0,0,0,27.2375,25.1299,72.6844,0,7.35546,5818.51,0.999472,95.0655,113.392,74.3229,0.0442061,13.9535,135.941,526.708,0.940035,37.4004,4874.06,71.4327,0,0.000802405,112.813,0
13,0,0,0,0,0,27.206,25.1214,72.6478,0,7.35564,5815.75,0.999428,95.0605,113.378,74.3149,0.0442061,13.9535,111.517,526.708,0.940442,37.4005,4873.24,71.5037,0,0.000802368,91.1065,0
13,0,0,0,0,0,27.206,25.1214,72.6478,0,7.35564,5815.75,0.999428,95.0605,113.378,74.3149,0.0442061,13.9535,111.517,526.708,0.940442,37.4005,4873.24,71.5037,0,0.000802368,91.1065,0
14,0,0,0,0,0,27.1867,25.1132,72.6161,0,7.35582,5812.9,0.999384,95.0547,113.362,74.3086,0.0442427,13.9535,92.0927,526.84,0.940852,37.4006,4872.43,71.3426,0,0.000802372,74.6872,0
14,0,0,0,0,0,27.1867,25.1132,72.6161,0,7.35582,5812.9,0.999384,95.0547,113.362,74.3086,0.0442427,13.9535,92.0927,526.84,0.940852,37.4006,4872.43,71.3426,0,0.000802372,74.6872,0
15,0,0,0,0,0,27.2392,25.1088,72.6573,0,7.35572,5812.81,0.99934,95.0406,113.351,74.31,0.0442427,13.9535,76.4642,526.84,0.940739,37.4006,4871.64,70.9951,0,0.000802414,62.1287,0
15,0,0,0,0,0,27.2392,25.1088,72.6573,0,7.35572,5812.81,0.99934,95.0406,113.351,74.31,0.0442427,13.9535,76.4642,526.84,0.940739,37.4006,4871.64,70.9951,0,0.000802414,62.1287,0
16,0,0,0,0,0,27.2219,25.1036,72.6879,0,7.35525,5813.48,0.999296,95.0297,113.344,74.307,0.0442427,13.9535,140.589,526.84,0.940528,37.4007,4870.83,70.9648,0,0.000802411,121.331,0
16,0,0,0,0,0,27.2219,25.1036,72.6879,0,7.35525,5813.48,0.999296,95.0297,113.344,74.307,0.0442427,13.9535,140.589,526.84,0.940528,37.4007,4870.83,70.9648,0,0.000802411,121.331,0
17,0,0,0,0,0,27.1869,25.0928,72.6716,0,7.35538,5811.59,0.999252,95.017,113.324,74.2934,0.0442427,13.9535,142.828,526.84,0.940713,37.4008,4869.98,71.289,0,0.00080234,119.336,0
17,0,0,0,0,0,27.1869,25.0928,72.6716,0,7.35538,5811.59,0.999252,95.017,113.324,74.2934,0.0442427,13.9535,142.828,526.84,0.940713,37.4008,4869.98,71.289,0,0.00080234,119.336,0
18,0,0,0,0,0,27.1566,25.083,72.6507,0,7.35559,5809.31,0.999208,95.0067,113.305,74.2826,0.0442665,13.9535,116.959,526.976,0.940985,37.4009,4869.16,71.4236,0,0.000802299,95.8125,0
18,0,0,0,0,0,27.1566,25.083,72.6507,0,7.35559,5809.31,0.999208,95.0067,113.305,74.2826,0.0442665,13.9535,116.959,526.976,0.940985,37.4009,4869.16,71.4236,0,0.000802299,95.8125,0
19,0,0,0,0,0,27.1902,25.0785,72.6605,0,7.35556,5808.71,0.999164,94.9989,113.296,74.2798,0.0442665,13.9535,96.4656,526.976,0.941009,37.401,4868.35,71.3128,0,0.000802304,78.2722,-1.77E-17
19,0,0,0,0,0,27.1902,25.0785,72.6605,0,7.35556,5808.71,0.999164,94.9989,113.296,74.2798,0.0442665,13.9535,96.4656,526.976,0.941009,37.401,4868.35,71.3128,0,0.000802304,78.2722,-1.77E-17
20,0,0,0,0,0,27.2081,25.0783,72.702,0,7.35521,5810.01,0.99912,94.9918,113.295,74.2817,0.0442665,13.9535,79.8901,526.976,0.940735,37.4009,4867.56,71.005,0,0.000802352,64.7439,0
20,0,0,0,0,0,27.2081,25.0783,72.702,0,7.35521,5810.01,0.99912,94.9918,113.295,74.2817,0.0442665,13.9535,79.8901,526.976,0.940735,37.4009,4867.56,71.005,0,0.000802352,64.7439,0
21,0,0,0,0,0,27.1722,25.0686,72.7304,0,7.35512,5810.06,0.999076,94.9734,113.278,74.2698,0.0442665,13.9535,129.24,526.976,0.940558,37.401,4866.76,70.8121,0,0.000802388,112.473,0
21,0,0,0,0,0,27.1722,25.0686,72.7304,0,7.35512,5810.06,0.999076,94.9734,113.278,74.2698,0.0442665,13.9535,129.24,526.976,0.940558,37.401,4866.76,70.8121,0,0.000802388,112.473,0
22,0,0,0,0,0,27.1422,25.0604,72.7072,0,7.3554,5807.94,0.999032,94.9661,113.262,74.2604,0.0442665,13.9535,147.171,526.976,0.940836,37.4011,4865.92,71.1154,0,0.000802331,124.199,0
22,0,0,0,0,0,27.1422,25.0604,72.7072,0,7.3554,5807.94,0.999032,94.9661,113.262,74.2604,0.0442665,13.9535,147.171,526.976,0.940836,37.4011,4865.92,71.1154,0,0.000802331,124.199,0
23,0,0,0,0,0,27.1526,25.0573,72.7113,0,7.35542,5807.24,0.998988,94.9613,113.255,74.2591,0.0442798,13.9535,122.722,527.115,0.940909,37.4012,4865.08,71.3172,0,0.000802292,100.844,0
23,0,0,0,0,0,27.1526,25.0573,72.7113,0,7.35542,5807.24,0.998988,94.9613,113.255,74.2591,0.0442798,13.9535,122.722,527.115,0.940909,37.4012,4865.08,71.3172,0,0.000802292,100.844,0
24,0,0,0,0,0,27.2002,25.0583,72.7477,0,7.35511,5808.39,0.998944,94.957,113.257,74.2628,0.0442798,13.9535,101.085,527.115,0.940688,37.4012,4864.27,71.2621,0,0.000802305,82.106,0
24,0,0,0,0,0,27.2002,25.0583,72.7477,0,7.35511,5808.39,0.998944,94.957,113.257,74.2628,0.0442798,13.9535,101.085,527.115,0.940688,37.4012,4864.27,71.2621,0,0.000802305,82.106,0
25,0,0,0,0,0,27.1711,25.059,72.7872,0,7.3549,5809.88,0.998901,94.9511,113.258,74.2645,0.0442798,13.9535,83.672,527.115,0.940397,37.4012,4863.48,70.9992,0,0.000802361,67.7504,0
25,0,0,0,0,0,27.1711,25.059,72.7872,0,7.3549,5809.88,0.998901,94.9511,113.258,74.2645,0.0442798,13.9535,83.672,527.115,0.940397,37.4012,4863.48,70.9992,0,0.000802361,67.7504,0
26,0,0,0,0,0,27.1337,25.0438,72.7528,0,7.35512,5806.65,0.998857,94.9367,113.231,74.2463,0.0442798,13.9535,111.347,527.115,0.940792,37.4011,4862.69,70.6916,0,0.00080243,97.3846,1.77E-17
26,0,0,0,0,0,27.1337,25.0438,72.7528,0,7.35512,5806.65,0.998857,94.9367,113.231,74.2463,0.0442798,13.9535,111.347,527.115,0.940792,37.4011,4862.69,70.6916,0,0.00080243,97.3846,1.77E-17
27,0,0,0,0,0,27.124,25.0404,72.7509,0,7.35531,5805.64,0.998813,94.9325,113.223,74.2448,0.044286,13.9535,147.895,527.261,0.94092,37.4012,4861.85,70.9333,0,0.000802403,125.569,-3.54E-17
27,0,0,0,0,0,27.124,25.0404,72.7509,0,7.35531,5805.64,0.998813,94.9325,113.223,74.2448,0.044286,13.9535,147.895,527.261,0.94092,37.4012,4861.85,70.9333,0,0.000802403,125.569,-3.54E-17
28,0,0,0,0,0,27.1863,25.0412,72.7825,0,7.35504,5806.52,0.998769,94.9285,113.224,74.2485,0.044286,13.9535,128.855,527.261,0.940746,37.4013,4861.02,71.196,0,0.000802375,106.277,0
28,0,0,0,0,0,27.1863,25.0412,72.7825,0,7.35504,5806.52,0.998769,94.9285,113.224,74.2485,0.044286,13.9535,128.855,527.261,0.940746,37.4013,4861.02,71.196,0,0.000802375,106.277,0
29,0,0,0,0,0,27.1639,25.0421,72.8235,0,7.35481,5808.05,0.998725,94.9226,113.226,74.2509,0.044286,13.9535,105.97,527.261,0.940448,37.4013,4860.2,71.2004,0,0.000802399,86.2245,0
