Time(s),totalFluid_mL,bagVolume_mL,bagVolumeBlood_mL,bagVolumePlasma_mL,bagVolumePlatelet_mL,m_AfferentBaroreceptorAortic_Hz ,m_AfferentBaroreceptorCarotid_Hz ,HeartRate(1/min),Vasopressin-PlasmaConcentration,ArterialBloodPH,CardiacOutput(mL/min),InflammatoryResponse-TissueIntegrity,MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),EndTidalCarbonDioxideFraction,RespirationRate(1/min),GlomerularFiltrationRate(mL/min),TidalVolume(mL),SystemicVascularResistance(mmHg_s/mL),StrongIonDifference(mmol/L),BloodVolume(mL),MeanUrineOutput(mL/hr),PainVisualAnalogueScale,VenaCava-Lactate-Molarity(mmol/mL),Aorta-OutFlow(mL/s),Lactate-Clearance-RenalClearance(mL/s_kg)
1,0,0,0,0,0,27.1849,25.1143,73.7705,-1.$,7.35643,5894.29,0.999956,95.6027,113.374,75.1349,0.0441371,13.9535,146.75,526.452,0.933191,37.3989,4882.2,71.6122,0,0.00080267,125.046,3.53E-17
1,0,0,0,0,0,27.1849,25.1143,73.7705,-1.$,7.35643,5894.29,0.999956,95.6027,113.374,75.1349,0.0441371,13.9535,146.75,526.452,0.933191,37.3989,4882.2,71.6122,0,0.00080267,125.046,3.53E-17
2,0,0,0,0,0,27.055,24.9152,72.4873,0,7.35622,5795.93,0.999912,94.7021,113.012,74.1724,0.0441371,13.9535,122.174,526.452,0.93973,37.3991,4880.53,71.7456,0,0.000802619,101.306,0
2,0,0,0,0,0,27.055,24.9152,72.4873,0,7.35622,5795.93,0.999912,94.7021,113.012,74.1724,0.0441371,13.9535,122.174,526.452,0.93973,37.3991,4880.53,71.7456,0,0.000802619,101.306,0
3,0,0,0,0,0,26.9659,24.8193,72.5684,0,7.3559,5806.51,0.999868,94.5239,112.822,73.9053,0.0441371,13.9535,100.345,526.452,0.9362,37.3992,4878.89,71.6004,0,0.000802613,82.245,0
3,0,0,0,0,0,26.9659,24.8193,72.5684,0,7.3559,5806.51,0.999868,94.5239,112.822,73.9053,0.0441371,13.9535,100.345,526.452,0.9362,37.3992,4878.89,71.6004,0,0.000802613,82.245,0
4,0,0,0,0,0,26.9261,24.8043,72.7321,0,7.3559,5818.53,0.999824,94.4575,112.783,73.826,0.0441371,13.9535,82.8425,526.452,0.933609,37.3993,4877.28,71.2441,0,0.000802639,67.713,0
4,0,0,0,0,0,26.9261,24.8043,72.7321,0,7.3559,5818.53,0.999824,94.4575,112.783,73.826,0.0441371,13.9535,82.8425,526.452,0.933609,37.3993,4877.28,71.2441,0,0.000802639,67.713,0
5,0,0,0,0,0,26.9279,24.8306,72.9592,0,7.35618,5837.45,0.99978,94.4443,112.823,73.797,0.0441371,13.9535,111.294,526.452,0.930511,37.3993,4875.69,70.8502,0,0.000802669,98.0788,1.77E-17
5,0,0,0,0,0,26.9279,24.8306,72.9592,0,7.35618,5837.45,0.99978,94.4443,112.823,73.797,0.0441371,13.9535,111.294,526.452,0.930511,37.3993,4875.69,70.8502,0,0.000802669,98.0788,1.77E-17
6,0,0,0,0,0,26.9809,24.8565,73.0319,0,7.3561,5844.59,0.999736,94.4675,112.869,73.8127,0.044163,13.9535,147.772,526.579,0.929646,37.3995,4874,71.015,0,0.000802601,126.209,0
6,0,0,0,0,0,26.9809,24.8565,73.0319,0,7.3561,5844.59,0.999736,94.4675,112.869,73.8127,0.044163,13.9535,147.772,526.579,0.929646,37.3995,4874,71.015,0,0.000802601,126.209,0
7,0,0,0,0,0,27.0352,24.8848,73.0915,0,7.35574,5850.79,0.999692,94.4989,112.921,73.8384,0.044163,13.9535,128.324,526.579,0.929015,37.3997,4872.32,71.2055,0,0.000802528,106.537,0
7,0,0,0,0,0,27.0352,24.8848,73.0915,0,7.35574,5850.79,0.999692,94.4989,112.921,73.8384,0.044163,13.9535,128.324,526.579,0.929015,37.3997,4872.32,71.2055,0,0.000802528,106.537,0
8,0,0,0,0,0,27.0272,24.907,73.1038,0,7.35569,5854.15,0.999648,94.5314,112.964,73.8609,0.044163,13.9535,105.4,526.579,0.928847,37.3998,4870.68,71.1463,0,0.000802498,86.4175,-1.77E-17
8,0,0,0,0,0,27.0272,24.907,73.1038,0,7.35569,5854.15,0.999648,94.5314,112.964,73.8609,0.044163,13.9535,105.4,526.579,0.928847,37.3998,4870.68,71.1463,0,0.000802498,86.4175,-1.77E-17
9,0,0,0,0,0,27.0159,24.9199,73.0565,0,7.35587,5853.68,0.999604,94.563,112.99,73.8761,0.044163,13.9535,87.0434,526.579,0.929275,37.3998,4869.06,70.8774,0,0.000802505,71.0795,-1.77E-17
9,0,0,0,0,0,27.0159,24.9199,73.0565,0,7.35587,5853.68,0.999604,94.563,112.99,73.8761,0.044163,13.9535,87.0434,526.579,0.929275,37.3998,4869.06,70.8774,0,0.000802505,71.0795,-1.77E-17
